,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,전국관객수
364,인보카머스,2014-08-21,571543200,0.001,571543200,69786,69786,196,3146,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),청소년관람불가,공포(호러),스콧 데릭슨,"에릭 바나,에드가 라미레즈,올리비아 문","에릭 바나, 에드가 라미레즈, 올리비아 문",2014,True,69786
365,5일의 마중,2014-10-08,406479100,0.0,406479100,54325,54325,86,2779,중국,중국,,찬란,전체관람가,"멜로/로맨스,드라마",장예모,"공리,진도명",,2014,True,53753
366,프랭크,2014-09-25,409795345,0.0,409795345,52460,52460,208,4361,영국,"영국,아일랜드",,(주)영화사 진진,15세이상관람가,"코미디,드라마",레니 에이브러햄슨,"마이클 패스벤더,도널 글리슨,매기 질렌할,스쿳 맥네이리","마이클 패스벤더, 도널 글리슨, 매기 질렌할",2014,True,52460
367,다이빙벨,2014-10-23,335604500,0.0,335604500,48492,48492,34,2279,한국,한국,"아시아프레스,(주)씨네포트",(주)시네마달,15세이상관람가,다큐멘터리,"이상호,안해룡","이상호,이종인",,2014,True,48492
368,내 연애의 기억,2014-08-20,358863117,0.0,358863117,46775,46775,182,3517,한국,한국,(주)아이엠티브이,주식회사 디에스이이디,청소년관람불가,"멜로/로맨스,코미디",이권,"강예원,송새벽,박그리나,우혜진,박진하,이형,유재혁,정용철,이미영,이상은,김민정,김상현,김승찬,박충선","강예원, 송새벽, 박그리나",2014,True,46775
369,개를 훔치는 완벽한 방법,2014-12-31,308655900,0.0,308655900,42892,42892,205,818,한국,한국,(주)삼거리픽쳐스,"(주)리틀빅픽쳐스,(주)대명문화공장",전체관람가,"드라마,가족",김성호,"김혜자,이레,최민수,강혜정,이천희,김솔,김원중,김도엽,박성규,이지원,정택호,김재화,홍은택,이기영,류아벨,조은지,한주영,손성찬","김혜자, 이레, 최민수",2014,True,42892
370,자유의 언덕,2014-09-04,308958827,0.0,308958827,38078,38078,46,2905,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)영화사 조제",청소년관람불가,드라마,홍상수,"카세 료,문소리,서영화,윤여정,정용진,이민우,기주봉,김의성,정은채","카세 료, 문소리, 서영화",2014,True,37300
371,목숨,2014-12-04,274236100,0.0,274236100,35665,35665,97,1691,한국,한국,(주)비트윈픽처스,필라멘트픽쳐스,12세이상관람가,다큐멘터리,이창재,"박진우,신창열,김호경,유진희","박진우, 신창열, 김호경",2014,True,28416
372,꼬마잠수함 올리,2014-10-16,196511300,0.0,196511300,29114,29114,232,1921,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",헤 질리,"김경희,최윤정,김자연,홍진욱","김경희, 최윤정, 김자연",2014,True,29114
373,그 사람 그 사랑 그 세상,2014-11-20,153085500,0.0,153085500,20868,20868,55,992,한국,한국,KBS,"THE 픽쳐스,(주)팝엔터테인먼트",전체관람가,다큐멘터리,권혁만,"강석우,최강희,이광기","강석우, 최강희, 이광기",2014,True,20868
374,사막에서 연어낚시,2014-10-16,148868500,0.0,148868500,19630,19630,92,1910,영국,영국,,"(주)나이너스엔터테인먼트,(유)영화사 화수분",12세이상관람가,드라마,라세 할스트롬,"이완 맥그리거,에밀리 블런트,크리스틴 스콧 토마스","이완 맥그리거, 에밀리 블런트, 크리스틴 스콧 토마스",2014,True,19423
375,에코,2014-10-08,140447100,0.0,140447100,19356,19356,154,1290,미국,미국,,"(주)박수엔터테인먼트,(주)필름오마쥬",전체관람가,"SF,어드벤처",데이브 그린,"테오 할름,아스트로,리스 하트위그,엘라 발슈테트","테오 할름, 아스트로, 리스 하트위그",2014,True,19142
376,혼스,2014-11-27,137324715,0.0,137324715,17535,17535,166,2208,미국,미국,,(주)팝엔터테인먼트,청소년관람불가,"판타지,스릴러",알렉산더 아야,"다니엘 래드클리프,주노 템플",,2014,True,17535
377,지미스 홀,2014-10-09,85661500,0.0,85661500,11545,11545,34,888,영국,"영국,아일랜드,프랑스",,그린나래미디어(주),12세이상관람가,드라마,켄 로치,"배리 워드,시모네 커비,앤드류 스캇,짐 노튼","배리 워드, 시모네 커비, 앤드류 스캇",2014,True,11545
378,패딩턴,2015-01-07,80774000,0.0,80774000,9680,9680,34,46,영국,"영국,프랑스,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"코미디,가족,어드벤처",폴 킹,"니콜 키드먼,벤 위쇼,휴 보네빌,샐리 호킨스","니콜 키드먼, 벤 위쇼, 휴 보네빌",2015,True,305100
379,마녀,2014-09-11,65532100,0.0,65532100,8148,8148,61,1181,한국,한국,주식회사 흰수염고래영화사,CGV아트하우스,청소년관람불가,"공포(호러),스릴러,드라마",유영선,"박주희,나수윤,이미소,장경연,김태준,안선영,이익준,이규형,정희태","박주희, 나수윤, 이미소",2014,True,7880
380,타마코 러브 스토리,2014-09-25,59418000,0.0,59418000,7162,7162,27,528,일본,일본,,(주)머스트씨무비릴리징컴퍼니,전체관람가,"애니메이션,드라마,코미디,멜로/로맨스",야마다 나오코,"스자키 아야,타마루 아츠시,카네코 유키","스자키 아야, 타마루 아츠시, 카네코 유키",2014,True,7162
381,사보타지,2014-07-23,50277100,0.0,50277100,6591,6591,70,894,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,"범죄,액션,스릴러",데이비드 에이어,"아놀드 슈왈제네거,샘 워싱턴,올리비아 윌리엄스,테렌스 하워드,미레유 에노스,조 맨가니엘로,조쉬 홀로웨이","아놀드 슈왈제네거, 샘 워싱턴, 올리비아 윌리엄스",2014,True,6591
382,타임 패러독스,2015-01-07,43779000,0.0,43779000,5443,5443,16,26,호주,호주,,(유)조이앤시네마,15세이상관람가,"SF,스릴러","마이클 스피어리그,피터 스피어이그","에단 호크,노아 테일러,사라 스누크","에단 호크, 노아 테일러, 사라 스누크",2015,True,76803
383,세븐 싸이코패스,2014-09-18,22617841,0.0,22617841,3185,3185,24,367,영국,영국,,(주)미디어로그,청소년관람불가,코미디,마틴 맥도나,"콜린 파렐,샘 록웰,우디 해럴슨,애비 코니시","콜린 파렐, 샘 록웰, 우디 해럴슨",2014,True,3135
384,워킹걸,2015-01-07,18076000,0.0,18076000,2369,2369,4,10,한국,한국,"(주)홍필름,(주)수필름",메가박스중앙(주)플러스엠,청소년관람불가,"코미디,멜로/로맨스",정범식,"조여정,클라라,김태우,배유람,정범식,정범식,박주희,백경인,조은영,손진우,배성우,유찬호,김세미,라미란,이민아,황준호,이승원,이시현,조재윤,김영옥,김보연,오나라,박상민,김승주,이선희,김기천,윤부진,이종윤,최정현","조여정, 클라라, 김태우",2015,True,149181
385,아메리칸 셰프,2015-01-07,15171000,0.0,15171000,1961,1961,2,9,미국,미국,,(주)영화사 진진,15세이상관람가,코미디,존 파브로,"존 파브로,엠제이 안소니,소피아 베르가라,스칼렛 요한슨,더스틴 호프만,로버트 다우니 주니어,존 레귀자모","존 파브로, 엠제이 안소니, 소피아 베르가라",2015,True,151833
386,아메리칸 스나이퍼,2015-01-14,8487000,0.0,8487000,993,993,2,2,미국,미국,,워너브러더스 코리아(주),청소년관람불가,액션,클린트 이스트우드,"브래들리 쿠퍼,시에나 밀러",,2015,True,344766
387,엘리노어 릭비: 그 남자 그 여자,2015-04-09,4855000,0.0,4855000,559,559,1,3,미국,미국,,(주)이수C&E,15세이상관람가,드라마,네드 벤슨,"제임스 맥어보이,제시카 차스테인,이자벨 위페르,윌리엄 허트","제임스 맥어보이, 제시카 차스테인, 이자벨 위페르",2015,True,46589
388,언브로큰,2015-01-07,2608000,0.0,2608000,326,326,1,1,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,전쟁",안젤리나 졸리,"잭 오코넬,도널 글리슨,가렛 헤드룬드,핀 위트록","잭 오코넬, 도널 글리슨, 가렛 헤드룬드",2015,True,256475
389,소셜포비아,2015-03-12,1187200,0.0,1187200,203,203,1,2,한국,한국,한국영화아카데미,CGV아트하우스,15세이상관람가,"스릴러,드라마",홍석재,"변요한,이주승,하윤경,이강욱,류준열,배유람,임지호,엄기성,하상명,전신환,김종수,남문철,오희준,박근록,박예영","변요한, 이주승, 하윤경",2015,True,248215
390,화장,2015-04-09,929000,0.0,929000,137,137,1,1,한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,임권택,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현,어성욱,김기천,차청화,한이진","안성기, 김규리, 김호정",2015,True,140616
391,황구,2014-10-16,373000,0.0,373000,72,72,6,12,한국,한국,골든타이드픽처스(주),골든타이드픽처스(주),전체관람가,코미디,박용집,"지민,권소현,이현경,오순태,박희건,서채환,이란희,이태영,임주연,임태빈,조승현,지민,최유송","지민, 권소현, 이현경",2014,True,72
392,늑대인간: 더 오리지널,2014-08-06,270000,0.0,270000,54,54,1,1,미국,미국,,(주)도키엔터테인먼트,청소년관람불가,"액션,스릴러",윌리엄 브렌트 벨,"A.J. 쿡,세바스찬 로체",,2014,True,54
393,혹스: 욕망의 법칙,2014-10-23,270000,0.0,270000,54,54,1,1,미국,미국,,(주)미디어데이,15세이상관람가,"코미디,드라마",라세 할스트롬,"리차드 기어,마샤 게이 하든,알프리드 몰리나,홉 데이비스","리차드 기어, 마샤 게이 하든, 알프리드 몰리나",2014,True,54
394,위플래쉬,2015-03-12,96000,0.0,96000,16,16,1,1,미국,미국,,(주)쇼박스,15세이상관람가,드라마,데이미언 셔젤,"마일즈 텔러,J.K. 시몬스",,2015,True,1559430
395,아틀란티스 : 바다의 오페라,2014-07-30,40000,0.0,40000,10,10,1,1,프랑스,"프랑스,이탈리아",,스크린조이,전체관람가,다큐멘터리,뤽 베송,,,2014,True,10
396,위 아더 나이트,2014-11-27,100000,0.0,100000,10,10,1,1,독일,독일,,(주)토러스엔터테인먼트,15세이상관람가,"판타지,공포(호러),멜로/로맨스",데니스 간젤,"카롤리네 헤어퍼스,니나 호스,제니퍼 울리히,막스 리멜트","카롤리네 헤어퍼스, 니나 호스, 제니퍼 울리히",2014,True,10
397,파멜라 로즈 살인사건,2014-10-16,100000,0.0,100000,10,10,1,1,프랑스,프랑스,,(주)토러스엔터테인먼트,15세이상관람가,"코미디,범죄",에릭 라티고,"카드 메라드,올리비에 바룩스,제라르 다몬","카드 메라드, 올리비에 바룩스, 제라르 다몬",2014,True,10
398,브룩클린스 파이니스트,2014-11-13,8000,0.0,8000,1,1,1,1,미국,미국,,(주)미디어데이,청소년관람불가,"액션,드라마,범죄,스릴러",안톤 후쿠아,"리차드 기어,돈 치들,에단 호크,웨슬리 스나입스,빈센트 도노프리오","리차드 기어, 돈 치들, 에단 호크",2014,True,1
399,헤드헌터,2014-07-12,7000,0.0,7000,1,1,1,1,노르웨이,노르웨이,,(주)투한미디어,청소년관람불가,"액션,범죄,스릴러",모튼 틸덤,엑셀 헨니,,2014,True,1
400,어벤져스: 에이지 오브 울트론,2015-04-23,88582586366,0.11599999999999999,88582586366,10494499,10494499,1843,191778,미국,미국,,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",조스 웨던,"로버트 다우니 주니어,크리스 헴스워스,마크 러팔로,크리스 에반스,스칼렛 요한슨,제레미 레너,돈 치들,애런 존슨,엘리자베스 올슨,폴 베타니,코비 스멀더스,제임스 스페이더,사무엘 L. 잭슨,수현","로버트 다우니 주니어, 크리스 헴스워스, 마크 러팔로",2015,True,10494499
401,킹스맨 : 시크릿 에이전트,2015-02-11,50369009795,0.066,50369009795,6129681,6129681,728,139988,미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,스릴러",매튜 본,"콜린 퍼스,태런 에저튼,사무엘 L. 잭슨,마이클 케인","콜린 퍼스, 태런 에저튼, 사무엘 L. 잭슨",2015,True,6125154
402,쥬라기 월드,2015-06-11,40130812071,0.053,40130812071,4565888,4565888,1290,94927,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",콜린 트레보로우,"크리스 프랫,주디 그리어,브라이스 달라스 하워드,케이티 맥그라스,제이크 존슨,빈센트 도노프리오","크리스 프랫, 주디 그리어, 브라이스 달라스 하워드",2015,True,4565888
403,조선명탐정 : 사라진 놉의 딸,2015-02-11,30456879428,0.04,30456879428,3872015,3872015,825,80499,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,코미디,어드벤처",김석윤,"김명민,오달수,이연희,강다현,전건익,정명철,박지선,배영민,정혜은,조관우,조명행,최지명,송병철,김나현,이경용,이귀현,이낙준,한대룡,이선도,이성동,이용우,김태환,정원중,남윤나,류광일,류현상,최무성,김원해,우현,황정민,이정은,박수영,권범택","김명민, 오달수, 이연희",2015,True,3872015
404,매드 맥스: 분노의 도로,2015-05-14,32781268462,0.043,32781268462,3828994,3828994,799,98416,미국,"미국,호주",,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지 밀러,"톰 하디,샤를리즈 테론,니콜라스 홀트,조 크라비츠,로지 헌팅턴-휘틀리,라일리 코프,메간 게일,애비 리,코트니 이튼","톰 하디, 샤를리즈 테론, 니콜라스 홀트",2015,True,3828994
405,분노의 질주: 더 세븐,2015-04-01,26454098694,0.035,26454098694,3247955,3247955,983,93612,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스 완,"빈 디젤,폴 워커,드웨인 존슨,제이슨 스타뎀","빈 디젤, 폴 워커, 드웨인 존슨",2015,True,3247558
406,스물,2015-03-25,23558988686,0.031,23558988686,3044134,3044134,926,100151,한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이병헌,"김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영,서호철,박명신,양현민,허준석,한준우,백수희,차민지,정주연,홍완표,곽진석","김우빈, 이준호, 강하늘",2015,True,3044134
407,빅 히어로,2015-01-21,21993119765,0.028999999999999998,21993119765,2801949,2801949,825,62228,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,코미디","돈 홀,크리스 윌리암스","라이언 포터,스콧 애짓,다니엘 헤니,제이미 정,T.J. 밀러,제네시스 로드리게스,데이몬 웨이언스 주니어,마야 루돌프,제임스 크롬웰,알란 터딕","라이언 포터, 스콧 애짓, 다니엘 헤니",2015,True,2801949
