,id,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,개봉일_int
329,329,위자: 저주의 시작,마이크 플래너건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-09,개봉영화,장편,미국,467,2637517406,331877,558041806,67022,공포(호러),12세이상관람가,일반영화,4.50,"엘리자베스 리저(앨리스 잰더), 애너리즈 바쏘(리나 잰더), 룰루 윌슨(도리스 잰더)",99분,7.777292576419214,229,2016
330,330,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,타카하시 시게하루,,씨제이이앤엠(주),씨제이이앤엠(주),2016-07-20,개봉영화,장편,일본,403,2466913080,330665,441346600,56343,애니메이션,전체관람가,일반영화,6.00,"박경혜(민호 한국어 목소리), 홍범기(위스퍼 한국어 목소리), 김현지(지바냥 한국어 목소리)",94분,8.569124423963133,434,2016
331,331,아기배달부 스토크,"니콜라스 스톨러,더그 스윗랜드",,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-12-07,개봉영화,장편,미국,538,2408673700,318977,463127400,56472,애니메이션,전체관람가,일반영화,7.00,"앤디 샘버그(주니어 목소리), 케이티 크라운(튤립 목소리), 켈시 그래머(헌터 목소리)",87분,8.825657894736842,304,2016
332,332,혼숨,이두환,(주)무비스퀘어,,(주)프레인글로벌,2016-10-26,개봉영화,장편,한국,498,2258422445,288016,374477045,45099,공포(호러),15세이상관람가,일반영화,4.33,"류덕환(야광), 조복래(박PD)",90분,6.314741035856573,251,2016
333,333,드림 쏭,애쉬 브래넌,,(주)시네마리퍼블릭,(주)이수C&E,2016-09-14,개봉영화,장편,미국,399,1817437700,233283,388509000,47585,애니메이션,전체관람가,독립/예술영화,7.00,"엄상현(버디 목소리), 이장원(캄파 목소리), 이현(앵거스 목소리)",89분,8.5375,320,2016
334,334,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2016-12-22,개봉영화,장편,일본,480,1666637400,219047,321904800,40783,애니메이션,전체관람가,일반영화,-,"이장원(볼케니온 목소리), 테라사키 유카(마기아나 목소리), 이선호(지우 목소리)",95분,8.811563169164883,467,2016
335,335,원피스 필름 골드,미야모토 히로아키,,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-08,개봉영화,장편,일본,445,1697073100,215159,391871300,46953,애니메이션,12세이상관람가,일반영화,6.78,"타나카 마유미(몽키 D. 루피 목소리), 나카이 카즈야(조로 목소리), 오카무라 아케미(나미 목소리)",120분,9.170673076923077,416,2016
336,336,아이 엠 어 히어로,사토 신스케,,(주)영화사 빅,(주)영화사 빅,2016-09-21,개봉영화,장편,일본,263,1806714900,212599,510901800,59348,액션,청소년관람불가,독립/예술영화,5.83,"오오이즈미 요(히데오), 나가사와 마사미(야부), 아리무라 카스미(히로미)",127분,7.473684210526316,19,2016
337,337,"무현, 두 도시 이야기",전인환,"<무현, 두 도시 이야기> 제작위원회 ,엠앤씨에프",,(주)모멘텀엔터테인먼트,2016-10-26,개봉영화,장편,한국,66,1511430600,192668,519191200,63494,다큐멘터리,15세이상관람가,독립/예술영화,6.00,"노무현(본인), 김원명(본인), 김하연(본인)",124분,9.565400843881857,237,2016
338,338,빅,트레버 월,,(주)누리픽쳐스,(주)이수C&E,2016-07-27,개봉영화,장편,미국,332,1174196720,160860,215962400,28656,애니메이션,전체관람가,독립/예술영화,-,-,-,-,-,2016
339,339,달빛궁궐,김현주,"스튜디오홀호리(주),(주)콘텐츠판다",,(주)넥스트엔터테인먼트월드(NEW),2016-09-07,개봉영화,장편,한국,425,1134639700,151360,258859700,31822,애니메이션,전체관람가,일반영화,5.00,"김서영(현주리 목소리), 이하늬(매화부인 목소리), 권율(원 목소리)",80분,8.25974025974026,154,2016
340,340,서울역,연상호,"주식회사 다다쇼,(주)화인컷",,(주)넥스트엔터테인먼트월드(NEW),2016-08-17,개봉영화,장편,한국,440,1157200562,146548,364877762,44396,애니메이션,15세이상관람가,독립/예술영화,6.92,"류승룡(석규), 심은경(혜선), 이준(기웅)",93분,5.224334600760456,263,2016
341,341,장난감이 살아있다,후안 호세 캄파넬라,,㈜코리아스크린,"㈜코리아스크린,와이드 릴리즈(주)",2016-09-07,개봉영화,장편,아르헨티나,294,1109230600,142577,261978700,31893,애니메이션,전체관람가,독립/예술영화,5.00,"남도형(제이크 한국어 목소리), 김채하(클라라 한국어 목소리), 김태균(캐스터/트윈 한국어 목소리)",91분,8.08860759493671,79,2016
342,342,플로렌스,스티븐 프리어스,,(주)누리픽쳐스,(주)이수C&E,2016-08-24,개봉영화,장편,영국,382,1079970100,139717,460420100,58672,드라마,15세이상관람가,독립/예술영화,6.64,"메릴 스트립(플로렌스), 휴 그랜트(베이필드), 사이몬 헬버그(맥문)",111분,8.869565217391305,184,2016
343,343,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",,(유)조이앤시네마,(주)영화사 빅,2016-09-07,개봉영화,장편,벨기에,329,1038675400,135094,200206200,24105,애니메이션,전체관람가,독립/예술영화,7.00,"유리 로웬탈(로빈슨 크루소), 데이비드 호워드(튜즈데이), 콜린 메츠거(카멜로)",90분,8.439024390243903,82,2016
344,344,자백,최승호,한국탐사저널리즘센터,,(주)엣나인필름,2016-10-13,개봉영화,장편,한국,152,1033168200,129774,457735300,55230,다큐멘터리,15세이상관람가,독립/예술영화,7.67,"최승호(본인), 김기춘(본인), 원세훈(본인)",106분,9.58085808580858,303,2016
345,345,카페 소사이어티,우디 앨런,,찬란,CGV아트하우스,2016-09-14,개봉영화,장편,미국,199,1047223666,126439,628142366,74414,멜로/로맨스,15세이상관람가,독립/예술영화,6.77,"제시 아이젠버그(바비), 크리스틴 스튜어트(보니), 블레이크 라이블리(베로니카)",96분,8.178082191780822,219,2016
346,346,마이 리틀 자이언트,스티븐 스필버그,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-08-10,개봉영화,장편,미국,128,991375900,125800,273880100,34343,어드벤처,전체관람가,일반영화,7.45,"마크 라이런스(거인), 루비 반힐(소피), 레베카 홀(메리)",117분,-,-,2016
347,347,죽여주는 여자,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스",,CGV아트하우스,2016-10-06,개봉영화,장편,한국,317,872397300,119964,376215400,51740,드라마,청소년관람불가,독립/예술영화,6.94,"윤여정(소영), 전무송(재우), 윤계상(도훈)",111분,8.457943925233645,107,2016
348,348,감바의 대모험,"카와무라 토모히로,코모리 요시히로",,(주)영화사 빅,(주)영화사 빅,2016-11-10,개봉영화,장편,일본,400,873677700,117362,164212900,20534,애니메이션,전체관람가,독립/예술영화,5.00,"카지 유우키(감바 목소리), 칸다 사야카(쇼지 목소리), 타카기 와타루(만푸쿠 목소리)",90분,8.738636363636363,88,2016
349,349,피터와 드래곤,데이빗 로워리,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-09-28,개봉영화,장편,미국,167,865600600,109137,196519100,23706,어드벤처,전체관람가,일반영화,7.00,"브라이스 달라스 하워드(그레이스), 오크스 페글리(피터), 웨스 벤틀리(잭)",103분,8.415254237288135,118,2016
350,350,킹 오브 프리즘,히시다 마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2016-08-11,개봉영화,장편,일본,53,859771500,103852,630836000,73057,애니메이션,12세이상관람가,일반영화,-,"카키하라 테츠야, 마에노 토모아키, 마스다 토시키",60분,9.692307692307692,26,2016
351,351,바스티유 데이,제임스 왓킨스,,(주)더블앤조이픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2016-10-13,개봉영화,장편,미국,422,764700600,96305,240785200,29327,액션,15세이상관람가,일반영화,5.50,"이드리스 엘바(션 브라이어), 리차드 매든(마이클 메이슨 ), 샬롯 르 본(조이 네빌 )",92분,8.342465753424657,73,2016
352,352,걷기왕,백승화,㈜인디스토리,,CGV아트하우스,2016-10-20,개봉영화,장편,한국,462,710905075,95542,209094375,26306,드라마,12세이상관람가,일반영화,6.07,"심은경(만복), 박주희(수지)",93분,8.641304347826088,92,2016
353,353,나의 산티아고,줄리아 폰 하인츠,,(주)영화사 진진,(주)영화사 진진,2016-07-14,개봉영화,장편,독일,88,721244232,94243,404870932,51590,코미디,12세이상관람가,독립/예술영화,6.00,"데비드 스트리에소브(하페 케르켈링), 마르티나 게덱(스텔라), 카롤리네 슈허(레나)",92분,8.393258426966293,89,2016
354,354,태풍이 지나가고,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2016-07-27,개봉영화,장편,일본,72,772484972,93005,542795372,63098,드라마,12세이상관람가,독립/예술영화,7.07,"아베 히로시(료타), 키키 키린(요시코), 마키 요코(쿄코)",117분,8.666666666666666,312,2016
355,355,루돌프와 많이있어,"유야마 쿠니히코,사카키바라 모토노리",,씨제이이앤엠(주),씨제이이앤엠(주),2016-12-28,개봉영화,장편,일본,375,682883600,89510,150047200,18400,애니메이션,전체관람가,일반영화,6.38,"김율(루돌프 목소리 역), 신용우(많이있어 목소리 역), 홍범기(부치 목소리 역)",89분,8.894080996884735,321,2016
356,356,슈퍼 프렌즈,"이경호,이원재",㈜디지아트프로덕션,,씨네그루(주)키다리이엔티,2016-08-10,개봉영화,장편,한국,255,633274600,86293,131979300,16778,애니메이션,전체관람가,독립/예술영화,6.00,"변현우(샘 한국어 목소리), 김지혜(수 한국어 목소리), 박조호(빅터 목소리)",82분,8.866071428571429,224,2016
357,357,최악의 하루,김종관,㈜인디스토리,,CGV아트하우스,2016-08-25,개봉영화,장편,한국,199,639959190,80754,351625290,43550,멜로/로맨스,15세이상관람가,독립/예술영화,6.90,"한예리(은희), 이와세 료(료헤이), 권율(현오)",93분,8.394736842105264,114,2016
358,358,로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,개봉영화,장편,미국,354,621368822,79812,265854522,33568,범죄,15세이상관람가,일반영화,8.10,"크리스 파인(토비 하워드), 벤 포스터(태너 하워드), 제프 브리지스(마커스 해밀턴)",103분,8.333333333333334,90,2016
359,359,하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2016-11-16,개봉영화,장편,일본,130,544846000,75704,158050000,20943,애니메이션,12세이상관람가,일반영화,-,"무라세 아유무(히나타 쇼요 목소리), 이시카와 카이토(카게야마 토비오 목소리), 히노 사토시(사와무라 다이치 목소리)",89분,9.196078431372548,306,2016
360,360,언더월드: 블러드 워,안나 포에스터,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-11-30,개봉영화,장편,미국,183,567567100,72071,159452300,19859,액션,15세이상관람가,일반영화,4.75,"케이트 베킨세일(셀린느), 테오 제임스(데이빗), 토비어스 멘지스(마리우스)",91분,-,-,2016
361,361,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,다라 오코넬,,(주)얼리버드픽쳐스,와이드 릴리즈(주),2016-09-28,개봉영화,장편,영국,164,420233500,69881,101644500,16874,애니메이션,전체관람가,독립/예술영화,-,"하성용(바나클), 정재헌(콰지), 엄상현(페이소)",57분,8.575268817204302,186,2016
362,362,세상에서 고양이가 사라진다면,나가이 아키라,,(주)크리픽쳐스,(주)크리픽쳐스,2016-11-09,개봉영화,장편,일본,175,497645200,69586,183328500,24986,드라마,12세이상관람가,독립/예술영화,5.90,"사토 타케루(나/의문의 존재), 미야자키 아오이(첫사랑 그녀)",103분,9.466666666666667,15,2016
363,363,어카운턴트,개빈 오코너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-10-13,개봉영화,장편,미국,375,548544928,69529,200958628,24813,액션,15세이상관람가,일반영화,4.00,"벤 애플렉(크리스찬 울프), 안나 켄드릭(다나 커밍스), J.K. 시몬스(레이 킹)",127분,8.1,70,2016
364,364,이퀄스,드레이크 도리머스,,(주)모멘텀엔터테인먼트,씨네그루(주)키다리이엔티,2016-08-31,개봉영화,장편,미국,357,519932300,68897,187674000,23942,드라마,15세이상관람가,일반영화,6.79,"크리스틴 스튜어트(니아), 니콜라스 홀트(사일러스)",101분,8.10062893081761,159,2016
365,365,아이엠스타 뮤직어워드,와타다 신야,,씨제이이앤엠(주),씨제이이앤엠(주),2016-09-14,개봉영화,장편,일본,358,455696500,67027,93175000,13395,애니메이션,전체관람가,일반영화,4.67,"정유정(하늘 목소리), 김새해(리라 목소리), 김영은(희나 목소리)",56분,7.730263157894737,152,2016
366,366,올레,채두병,(주)어바웃필름,,"(주)대명문화공장,(주)리틀빅픽쳐스",2016-08-25,개봉영화,장편,한국,338,522938900,66883,139416000,17318,드라마,15세이상관람가,일반영화,4.42,"신하균(중필), 박희순(수탁), 오만석(은동)",103분,8.603174603174603,126,2016
367,367,리틀메딕: 몸속탐험대,피터 클라릿지,,그린나래미디어(주),(주)팝엔터테인먼트,2016-11-24,개봉영화,장편,독일,291,515053700,66562,96544900,11585,애니메이션,전체관람가,독립/예술영화,-,[국내] 전체 관람가,75분,8.173913043478262,69,2016
368,368,선생님의 일기,니티왓 다라톤,,(주)미로비젼,"(주)드림팩트엔터테인먼트,(주)미로스페이스",2016-11-02,개봉영화,장편,태국,163,461032900,66314,140191400,19833,멜로/로맨스,12세이상관람가,독립/예술영화,6.20,"레일라 분야삭(앤), 비 스크릿 위셋케우 (송)",110분,9.0,1,2016
369,369,데몰리션,장 마크 발레,,(주)메인타이틀픽쳐스,(주)리틀빅픽쳐스,2016-07-13,개봉영화,장편,미국,198,533506821,65145,307424321,36499,드라마,청소년관람불가,독립/예술영화,6.78,"제이크 질렌할(데이비스), 나오미 왓츠(캐런), 크리스 쿠퍼(필)",100분,8.258064516129032,93,2016
370,370,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,나카자와 쇼지로,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-11-03,개봉영화,장편,일본,406,497324800,63800,98695300,11896,액션,전체관람가,일반영화,-,"니시카와 슌스케(타카하루 이가사키), 마츠모토 가쿠(야쿠모 클라우드 카토우), 나카무라 카이토(나기 마츠오)",60분,8.42,100,2016
371,371,두 남자,이성태,(주)엠씨엠씨,,씨네그루(주)키다리이엔티,2016-11-30,개봉영화,장편,한국,397,459566121,60365,164888821,21095,범죄,청소년관람불가,일반영화,5.44,"마동석(형석), 최민호(진일)",91분,7.733333333333333,90,2016
372,372,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,개봉영화,장편,일본,282,453920100,59147,106368900,12969,애니메이션,전체관람가,일반영화,-,"채민지(도라에몽 목소리), 김정아(진구 목소리), 최낙윤(퉁퉁이 목소리)",103분,8.975806451612904,124,2016
