,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,actor_involved,전국관객수
493,애나벨,2014-10-02,7083492943,0.008,7083492943,926027,926027,464,29000,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),존 R. 레오네티,"애나벨 월리스,워드 호튼,알프레 우다드,에릭 라딘,토니 아멘돌라","애나벨 월리스, 워드 호튼, 알프레 우다드",2014,True,925813
494,헝거게임: 모킹제이,2014-11-20,6400058044,0.006999999999999999,6400058044,854377,854377,630,28796,미국,미국,라이온스 게이트 필름즈,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"어드벤처,SF,스릴러",프란시스 로렌스,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스,필립 세이모어 호프만,줄리안 무어,우디 해럴슨,엘리자베스 뱅크스,도날드 서덜랜드","제니퍼 로렌스, 조쉬 허처슨, 리암 헴스워스",2014,True,854377
495,카트,2014-11-13,5912676633,0.006,5912676633,812490,812490,544,28547,한국,한국,(주)명필름,(주)리틀빅픽쳐스,12세이상관람가,드라마,부지영,"염정아,문정희,김영애,김강우,이승준,도경수,김민경,김선간,김지은,김지현,김현,이고운,이승준,이주현,이지혜,김수안,지우,길해연,황정민,김희원,박미현,송지인,장리우,목규리,박수영,이창훈,천우희,박지연,박성연,이선희,이정은,김가영,이선주,정경섭,박혜진,김비비,최병윤,윤상훈","염정아, 문정희, 김영애",2014,True,797532
496,"안녕, 헤이즐",2014-08-13,5833905000,0.006,5833905000,749146,749146,326,17946,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",조쉬 분,"쉐일린 우들리,안셀 엘고트,냇 울프,윌렘 데포","쉐일린 우들리, 안셀 엘고트, 냇 울프",2014,True,744387
497,마담 뺑덕,2014-10-02,3728980590,0.004,3728980590,471172,471172,536,21636,한국,한국,(주)영화사동물의왕국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스,임필성,"정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아,한주영,김경재,손석구,이창훈,안민영,조윤우,김자영,박서연","정우성, 이솜, 박소영",2014,True,465749
498,닌자터틀,2014-08-28,3321120147,0.004,3321120147,400329,400329,479,15188,미국,미국,,씨제이이앤엠(주),12세이상관람가,"액션,어드벤처,코미디",조나단 리브스만,"메간 폭스,윌리엄 피츠너,앨런 리치슨,노엘 휘셔,제레미 하워드,피터 플로스잭","메간 폭스, 윌리엄 피츠너, 앨런 리치슨",2014,True,400329
499,나의 독재자,2014-10-30,2906674546,0.003,2906674546,385932,385932,654,24217,한국,한국,반짝반짝영화사(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,드라마,이해준,"설경구,박해일,윤제문,이병준,류혜영,이규형,김영대,김원진,김철환,민경진,박민수,송성찬,이준혁,배유람,배성우,장소연,채수빈,김강현,남연우,전국환,박지환,성유빈,신문성,이신성,허준석,홍기준,김자영,이장유,김영웅,정인겸","설경구, 박해일, 윤제문",2014,True,385934
500,숲속으로,2014-12-24,2409562888,0.003,2409562888,317406,317406,356,7709,미국,미국,,월트디즈니컴퍼니코리아(주),전체관람가,뮤지컬,롭 마샬,"메릴 스트립,조니 뎁,에밀리 블런트,제임스 코든,안나 켄드릭,크리스 파인","메릴 스트립, 조니 뎁, 에밀리 블런트",2014,True,317406
501,레드카펫,2014-10-23,2405669580,0.003,2405669580,316953,316953,385,17696,한국,한국,"씨네주(유),(주)누리픽쳐스",(주)프레인글로벌,15세이상관람가,"멜로/로맨스,코미디",박범수,"윤계상,고준희,오정세,조달환,황찬성,신지수,장래군,허진,이미도,안재홍,윤다경,김자영,조혜선,손병욱","윤계상, 고준희, 오정세",2014,True,316780
502,노벰버 맨,2014-10-16,1891131320,0.002,1891131320,252444,252444,395,16197,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,스릴러",로저 도널드슨,"피어스 브로스넌,올가 쿠릴렌코,루크 브레이시","피어스 브로스넌, 올가 쿠릴렌코, 루크 브레이시",2014,True,252444
503,아빠를 빌려드립니다,2014-11-20,1190329500,0.001,1190329500,172652,172652,326,8457,한국,한국,"(주)이스트스카이필름,(주)어뮤즈엔터테인먼트","메가박스중앙(주)플러스엠,(주)레드로버",12세이상관람가,"코미디,가족,드라마",김덕수,"김상경,문정희,채정안,이동규,이정희,장원재,정찬우,최민석,김유민,김장원,조재윤,남보라,류성현,방민아","김상경, 문정희, 채정안",2014,True,172445
504,익스펜더블 3,2014-08-20,1158358800,0.001,1158358800,152025,152025,320,8087,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,어드벤처,스릴러",패트릭 휴즈,"실베스터 스탤론,제이슨 스타뎀,안토니오 반데라스,이연걸,웨슬리 스나입스,돌프 룬드그렌,멜 깁슨,해리슨 포드,아놀드 슈왈제네거","실베스터 스탤론, 제이슨 스타뎀, 안토니오 반데라스",2014,True,152025
505,마다가스카의 펭귄,2014-12-31,1048496800,0.001,1048496800,148890,148890,509,1497,미국,미국,,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭 다넬,사이몬 J.스미스","베네딕트 컴버배치,존 말코비치,톰 맥그라스,크리스 밀러,크리스토퍼 나이츠,켄 정","베네딕트 컴버배치, 존 말코비치, 톰 맥그라스",2014,True,148890
506,테이큰 3,2015-01-01,1013909000,0.001,1013909000,145627,145627,502,1688,미국,미국,,이십세기폭스코리아(주),15세이상관람가,"액션,범죄,스릴러",올리비에 메가턴,"리암 니슨,팜케 얀센,매기 그레이스,존 그리스,포레스트 휘테커","리암 니슨, 팜케 얀센, 매기 그레이스",2015,True,1860934
507,꾸뻬씨의 행복여행,2014-11-27,899446783,0.001,899446783,122414,122414,227,5067,영국,"영국,독일,캐나다,남아프리카공화국",,그린나래미디어(주),15세이상관람가,"어드벤처,드라마",피터 첼섬,"사이먼 페그,로자먼드 파이크,장 르노,스텔란 스카스가드,크리스토퍼 플러머","사이먼 페그, 로자먼드 파이크, 장 르노",2014,True,122414
508,더 기버: 기억전달자,2014-08-20,814330000,0.001,814330000,107567,107567,233,4690,미국,미국,,(주)지어소프트,12세이상관람가,"SF,드라마,판타지",필립 노이스,"브렌튼 스웨이츠,테일러 스위프트,메릴 스트립,제프 브리지스,알렉산더 스카스가드,케이티 홈즈,카메론 모나한,오데야 러쉬","브렌튼 스웨이츠, 테일러 스위프트, 메릴 스트립",2014,True,107567
509,베리 굿 걸,2014-09-25,777703345,0.001,777703345,103625,103625,338,10485,미국,미국,,(주)영화사 빅,15세이상관람가,"멜로/로맨스,드라마",나오미 포너,"다코타 패닝,엘리자베스 올슨,보이드 홀브룩","다코타 패닝, 엘리자베스 올슨, 보이드 홀브룩",2014,True,103625
510,박스트롤,2014-11-06,731976100,0.001,731976100,102682,102682,346,3577,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"애니메이션,가족,어드벤처,코미디","그레이엄 애나블,안소니 스타치","엘르 패닝,사이먼 페그,토니 콜렛,아이작 햄스터드 라이트,벤 킹슬리","엘르 패닝, 사이먼 페그, 토니 콜렛",2014,True,101665
511,허큘리스,2014-08-06,669882800,0.001,669882800,86553,86553,278,4318,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,어드벤처",브렛 래트너,"드웨인 존슨,존 허트,이안 맥쉐인,조셉 파인즈,이리나 샤크,바바라 팔빈","드웨인 존슨, 존 허트, 이안 맥쉐인",2014,True,86528
512,씬 시티: 다크히어로의 부활,2014-09-11,656718748,0.001,656718748,83182,83182,345,8415,미국,미국,,메가박스중앙(주)플러스엠,청소년관람불가,"액션,범죄,스릴러","프랭크 밀러,로버트 로드리게즈","조셉 고든 레빗,에바 그린,제시카 알바,브루스 윌리스,미키 루크,조슈 브롤린","조셉 고든 레빗, 에바 그린, 제시카 알바",2014,True,82571
513,터널 3D,2014-08-20,620874000,0.001,620874000,80989,80989,264,5076,한국,한국,"(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트",(주)박수엔터테인먼트,15세이상관람가,"공포(호러),스릴러",박규택,"정유미,연우진,송재림,정시연,이태현,박지원,서종민,전수아,양영택,유세문,정원태,정진,차수빈,차은미,이예림,이지혜,김윤아,노슬기,명진석,유재명,손병호,전우재,배우희","정유미, 연우진, 송재림",2014,True,80989
514,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,531113700,0.001,531113700,74346,74346,123,1998,일본,일본,,(주)포켓몬코리아,전체관람가,애니메이션,유야마 쿠니히코,"마츠모토 리카,오오타니 이쿠에,우에다 유지","마츠모토 리카, 오오타니 이쿠에, 우에다 유지",2014,True,74346
515,정글히어로,2014-10-02,511579300,0.001,511579300,72047,72047,287,2825,한국,한국,"원더월드 스튜디오,(주)디씨지플러스",씨제이이앤엠(주),전체관람가,애니메이션,"박태동,마우리시오 드 라 오르타","심규혁,김기철,조성목,김현지,양세나,남도형,안장혁,이상헌,김무규","심규혁, 김기철, 조성목",2014,True,71330
516,프랭크,2014-09-25,409795345,0.0,409795345,52460,52460,208,4361,영국,"영국,아일랜드",,(주)영화사 진진,15세이상관람가,"코미디,드라마",레니 에이브러햄슨,"마이클 패스벤더,도널 글리슨,매기 질렌할,스쿳 맥네이리","마이클 패스벤더, 도널 글리슨, 매기 질렌할",2014,True,52460
517,내가 잠들기 전에,2014-10-30,390872600,0.0,390872600,50098,50098,197,4259,영국,영국,,(주)영화사 진진,청소년관람불가,"미스터리,스릴러",로완 조페,"니콜 키드먼,콜린 퍼스,마크 스트롱","니콜 키드먼, 콜린 퍼스, 마크 스트롱",2014,True,50098
518,내 연애의 기억,2014-08-20,358863117,0.0,358863117,46775,46775,182,3517,한국,한국,(주)아이엠티브이,주식회사 디에스이이디,청소년관람불가,"멜로/로맨스,코미디",이권,"강예원,송새벽,박그리나,우혜진,박진하,이형,유재혁,정용철,이미영,이상은,김민정,김상현,김승찬,박충선","강예원, 송새벽, 박그리나",2014,True,46775
519,족구왕,2014-08-21,359336000,0.0,359336000,45649,45649,58,2830,한국,한국,광화문시네마,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),15세이상관람가,"코미디,멜로/로맨스,드라마",우문기,"안재홍,황승언,강봉성,박준식,배성윤,이환희,장민상,진태철,고봉곤,권오광,김선간,김승필,김영강,김주호,배유람,황미영,박호산,이세랑,강태우,심희섭,한지혜,한사명,임영우","안재홍, 황승언, 강봉성",2014,True,45649
520,부니 베어: 롤라 구출 대모험,2014-11-20,309876900,0.0,309876900,45250,45250,196,1803,중국,중국,,(주)박수엔터테인먼트,전체관람가,"애니메이션,어드벤처",정량,"윤세웅,홍진욱,임주현,임채헌,박상훈","윤세웅, 홍진욱, 임주현",2014,True,45250
521,꼬마 잠수함 올리 2,2014-12-04,212760700,0.0,212760700,33589,33589,186,1203,미국,미국,,예지림엔터테인먼트,전체관람가,애니메이션,밥 두셋,"김경희,최윤정,윤세웅,서원석,박상훈","김경희, 최윤정, 윤세웅",2014,True,32374
522,꼬마잠수함 올리,2014-10-16,196511300,0.0,196511300,29114,29114,232,1921,중국,중국,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",헤 질리,"김경희,최윤정,김자연,홍진욱","김경희, 최윤정, 김자연",2014,True,29114
523,쥬로링 동물탐정 극장판,2014-12-18,175451100,0.0,175451100,24977,24977,188,1052,한국,"한국,일본",(주)제이엠애니메이션,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처","이종현,박시후","김서영,양정화,문남숙","김서영, 양정화, 문남숙",2014,True,24810
524,GROW: 인피니트의 리얼 청춘 라이프,2014-12-04,189409200,0.0,189409200,23865,23865,71,824,한국,한국,(주)울림엔터테인먼트,골든타이드픽처스(주),전체관람가,드라마,김진수,"김성규,장동우,남우현,호야,이성열,엘,이성종","김성규, 장동우, 남우현",2014,True,23865
525,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,2014-08-07,144062800,0.0,144062800,21939,21939,91,954,한국,한국,"(주)빅스크리에이티브,(주)디씨지플러스,차이나필름그룹",메가박스중앙(주)플러스엠,전체관람가,애니메이션,방형우,"양정화,안영미,김서영,이용신","양정화, 안영미, 김서영",2014,True,20175
526,클라우즈 오브 실스마리아,2014-12-18,171434299,0.0,171434299,21607,21607,53,824,프랑스,"프랑스,스위스,독일",,(주)나이너스엔터테인먼트,15세이상관람가,드라마,올리비에 아사야스,"줄리엣 비노쉬,크리스틴 스튜어트,클로이 모레츠","줄리엣 비노쉬, 크리스틴 스튜어트, 클로이 모레츠",2014,True,20724
527,누구에게나 찬란한,2014-11-06,136184900,0.0,136184900,19865,19865,51,1274,한국,한국,게릴라캠,CGV아트하우스,전체관람가,다큐멘터리,임유철,"김남길,김태근,박철우,이은경,이재훈,김경란,김명환,박민재","김남길, 김태근, 박철우",2014,True,17667
528,사막에서 연어낚시,2014-10-16,148868500,0.0,148868500,19630,19630,92,1910,영국,영국,,"(주)나이너스엔터테인먼트,(유)영화사 화수분",12세이상관람가,드라마,라세 할스트롬,"이완 맥그리거,에밀리 블런트,크리스틴 스콧 토마스","이완 맥그리거, 에밀리 블런트, 크리스틴 스콧 토마스",2014,True,19423
529,더 테너 리리코 스핀토,2014-12-31,131364200,0.0,131364200,17870,17870,185,535,한국,한국,(주)모인그룹,"(주)박수엔터테인먼트,(주)모인그룹",12세이상관람가,드라마,김상만,"유지태,차예련,이세야 유스케,김기현","유지태, 차예련, 이세야 유스케",2014,True,17870
530,산타바바라,2014-07-16,125565919,0.0,125565919,16626,16626,101,1733,한국,"한국,미국",(주)영화사 조제,(주)나이너스엔터테인먼트,15세이상관람가,"멜로/로맨스,드라마",조성규,"이상윤,윤진서,이솜,서범석,신동미,정미라,정여은,강유현,차수민,이덕화,이석현,이선영,이시연,이재영,이지수,박은주,이지수,신유경,김상석,김용진,김은성,김정은,김태우,박해일,백현진","이상윤, 윤진서, 이솜",2014,True,16626
531,버진 스노우,2014-12-10,111276354,0.0,111276354,14764,14764,126,1650,프랑스,"프랑스,미국",,(주)영화사오원,청소년관람불가,"미스터리,드라마",그렉 아라키,"쉐일린 우들리,에바 그린,크리스토퍼 멜로니,실로 페르난데즈,가보리 시디베","쉐일린 우들리, 에바 그린, 크리스토퍼 멜로니",2014,True,14764
532,콰이어트 원,2014-09-18,75213500,0.0,75213500,9736,9736,69,811,영국,"영국,미국",,(주)더블앤조이픽쳐스,15세이상관람가,공포(호러),존 포그,"올리비아 쿡,샘 클라플린,자레드 해리스","올리비아 쿡, 샘 클라플린, 자레드 해리스",2014,True,9736
533,패딩턴,2015-01-07,80774000,0.0,80774000,9680,9680,34,46,영국,"영국,프랑스,캐나다",,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"코미디,가족,어드벤처",폴 킹,"니콜 키드먼,벤 위쇼,휴 보네빌,샐리 호킨스","니콜 키드먼, 벤 위쇼, 휴 보네빌",2015,True,305100
534,마녀,2014-09-11,65532100,0.0,65532100,8148,8148,61,1181,한국,한국,주식회사 흰수염고래영화사,CGV아트하우스,청소년관람불가,"공포(호러),스릴러,드라마",유영선,"박주희,나수윤,이미소,장경연,김태준,안선영,이익준,이규형,정희태","박주희, 나수윤, 이미소",2014,True,7880
535,땡스 포 쉐어링,2014-07-17,44022000,0.0,44022000,7132,7132,25,315,미국,미국,,(주)소나무픽쳐스,청소년관람불가,"코미디,멜로/로맨스",스튜어트 블럼버그,"마크 러팔로,기네스 팰트로우,팀 로빈스,조시 게드,핑크","마크 러팔로, 기네스 팰트로우, 팀 로빈스",2014,True,7132
536,갈증,2014-12-04,51090464,0.0,51090464,6807,6807,35,547,일본,일본,,찬란,청소년관람불가,"범죄,드라마,미스터리",나카시마 테츠야,"야쿠쇼 코지,고마츠 나나,츠마부키 사토시,오다기리 조,나카타니 미키","야쿠쇼 코지, 고마츠 나나, 츠마부키 사토시",2014,True,6273
537,사보타지,2014-07-23,50277100,0.0,50277100,6591,6591,70,894,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,"범죄,액션,스릴러",데이비드 에이어,"아놀드 슈왈제네거,샘 워싱턴,올리비아 윌리엄스,테렌스 하워드,미레유 에노스,조 맨가니엘로,조쉬 홀로웨이","아놀드 슈왈제네거, 샘 워싱턴, 올리비아 윌리엄스",2014,True,6591
