,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,aud_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,log_aud
85,모데카이,데이빗 코엡,(주)나이너스엔터테인먼트,D,2/18/2015,winter,개봉영화,장편,미국,290,624513020.0,78070,297995120,36209,액션,15세이상관람가,일반영화,4.65,"조니 뎁,기네스 팰트로,이완 맥그리거",106,8.22556391,133,2015,0,1,0,3091729,1,0,9,11.265361139114336
86,엑스 마키나,알렉스 가랜드,유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2015,winter,개봉영화,장편,미국,207,629716963.0,78049,316342463,38747,SF,청소년관람불가,일반영화,7.05,"도널 글리슨,알리시아 비칸데르,오스카 아이삭",108,7.290322581,124,2015,0,0,0,3019273,1,0,6,11.265092113561693
87,타임 패러독스,"마이클 스피어리그,피터 스피어이그",(유)조이앤시네마,D,1/7/2015,winter,개봉영화,장편,기타,232,602296908.0,76803,220836608,27156,SF,15세이상관람가,독립/예술영화,6.0,"에단 호크,노아 테일러,사라 스누크",97,7.672131147999999,61,2015,0,1,0,244819,2,0,4,11.248998980872845
88,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,유니버설픽쳐스인터내셔널 코리아(유),B,5/28/2015,spring,개봉영화,장편,미국,297,591516497.0,75598,240698797,29268,코미디,15세이상관람가,일반영화,5.75,"안나 켄드릭,헤일리 스테인펠드,레벨 윌슨",114,8.37704918,61,2015,0,0,0,4152677,1,0,5,11.233185106791229
89,위자,스틸즈 화이트,유니버설픽쳐스인터내셔널 코리아(유),B,4/16/2015,spring,개봉영화,장편,미국,337,570154035.0,73549,143358035,17902,미스터리,15세이상관람가,일반영화,2.0,"올리비아 쿡,다렌 카가소프,아나 코토",89,6.859375,64,2015,0,1,0,9736,1,0,1,11.205707129744088
90,기생수 파트2,야마자키 타카시,판씨네마(주),D,5/7/2015,spring,개봉영화,장편,일본,260,502071959.0,62071,162446959,19447,SF,청소년관람불가,일반영화,7.17,"소메타니 쇼타,아베 사다오,후카츠 에리",118,7.8,55,2015,0,1,1,8741,1,0,2,11.036034170120518
91,위아영,노아 바움백,"(주)브리즈픽처스,(주)영화사오원",D,5/14/2015,spring,개봉영화,장편,미국,235,492955360.0,61664,293821260,35986,코미디,15세이상관람가,독립/예술영화,6.86,"벤 스틸러,나오미 왓츠,아만다 사이프리드",97,7.875,48,2015,71506,0,0,5868092,1,1,9,11.029455571214093
92,드래곤 블레이드,이인항,롯데쇼핑㈜롯데엔터테인먼트,A,3/12/2015,spring,개봉영화,장편,기타,264,427722800.0,56547,113013200,14534,액션,15세이상관람가,독립/예술영화,4.33,"성룡,존 쿠삭,애드리언 브로디",133,8.896551724,29,2015,103284,1,0,1385329,1,3,12,10.942827429739166
93,나이트 크롤러,댄 길로이,(주)스톰픽쳐스코리아,D,2/26/2015,winter,개봉영화,장편,미국,233,451041300.0,55892,203599400,24807,범죄,청소년관람불가,독립/예술영화,7.31,제이크 질렌할,117,7.9655172410000015,29,2015,0,0,0,7874,1,0,1,10.931176536200338
94,더 라스트: 나루토 더 무비,코바야시 츠네오,와이드 릴리즈(주),D,2/26/2015,winter,개봉영화,장편,일본,158,391905272.0,52816,112856072,14897,애니메이션,12세이상관람가,독립/예술영화,0.0,"타케우치 준코,나카무라 치에,모리쿠보 쇼타로",114,8.976525822000001,213,2015,41,1,1,60234,1,1,2,10.874569454092974
95,바다 탐험대 옥토넛 스페셜,니키 팰런,와이드 릴리즈(주),D,2/5/2015,winter,개봉영화,장편,영국,210,383427600.0,51884,84362100,10733,애니메이션,전체관람가,독립/예술영화,0.0,"하성용,정재헌,엄상현",70,7.529411765,68,2015,0,1,1,15365789,1,0,11,10.856765736460563
96,엘리노어 릭비: 그 남자 그 여자,네드 벤슨,(주)이수C&E,B,4/9/2015,spring,개봉영화,장편,미국,212,375796900.0,46589,207508900,24892,드라마,15세이상관람가,독립/예술영화,6.45,"제임스 맥어보이,제시카 차스테인",122,7.442307692000001,52,2015,0,0,1,4443619,1,0,5,10.74911974074705
97,송 원,케이트 베커-플로이랜드,(주)박수엔터테인먼트,D,4/1/2015,spring,개봉영화,장편,미국,365,343444743.0,46079,130271143,16646,드라마,15세이상관람가,독립/예술영화,5.56,"앤 해서웨이,자니 플린,메리 스틴버겐",88,6.148148148,27,2015,0,0,0,10366311,1,0,3,10.738112593745406
98,한 번 더 해피엔딩,마크 로렌스,(주)팝엔터테인먼트,D,4/8/2015,spring,개봉영화,장편,미국,231,348096551.0,45166,162620851,20409,멜로/로맨스,15세이상관람가,독립/예술영화,4.94,"휴 그랜트,마리사 토메이,앨리슨 제니",106,8.047619048,21,2015,0,0,0,522732,1,0,4,10.71809987037725
99,약장수,조치언,"(주)대명문화공장,(주)나이너스엔터테인먼트",D,4/23/2015,spring,개봉영화,장편,한국,282,313238400.0,43562,94969000,13043,드라마,15세이상관람가,일반영화,5.38,"김인권,박철민,이주실",104,8.734693878,49,2015,0,0,0,58264391,1,0,17,10.681940489675172
100,베테랑,류승완,씨제이이앤엠(주),A,8/5/2015,summer,개봉영화,장편,한국,1064,105025000000.0,13395400,26766369950,3290366,액션,15세이상관람가,일반영화,7.5,"황정민,유아인,유해진",123,9.259043174,3428,2015,7171386,0,0,52281121,1,2,23,16.410421922403753
101,암살,최동훈,(주)쇼박스,C,7/22/2015,summer,개봉영화,장편,한국,1519,98463132781.0,12705700,25306651181,3155960,액션,15세이상관람가,일반영화,6.57,"전지현,이정재,하정우",139,9.101088202,3492,2015,12983178,0,0,72184496,1,1,12,16.357561269637383
102,내부자들,우민호,(주)쇼박스,C,11/19/2015,autumn,개봉영화,장편,한국,1075,56464117657.0,7055074,16275240857,1965368,범죄,청소년관람불가,일반영화,6.63,"이병헌,조승우,백윤식",130,9.0949064,2297,2015,1310895,1,0,28282876,1,1,7,15.769257632228925
103,사도,이준익,(주)쇼박스,C,9/16/2015,autumn,개봉영화,장편,한국,1210,48842902501.0,6246849,12987928301,1606486,사극,12세이상관람가,일반영화,7.54,"송강호,유아인,문근영",125,8.38952164,1756,2015,0,1,0,28208504,1,0,7,15.6475877345812
104,미션 임파서블: 로그네이션,크리스토퍼 맥쿼리,롯데쇼핑㈜롯데엔터테인먼트,A,7/30/2015,summer,개봉영화,장편,미국,1202,48547353607.0,6126488,13751315607,1669524,액션,15세이상관람가,일반영화,7.54,"톰 크루즈,제레미 레너,사이먼 페그",131,8.90956457,2687,2015,784031,0,1,15514690,1,1,11,15.628132223665729
105,검은 사제들,장재현,씨제이이앤엠(주),A,11/5/2015,autumn,개봉영화,장편,한국,1088,42392797092.0,5440520,11617009792,1428316,미스터리,15세이상관람가,일반영화,6.23,"김윤석,강동원",108,8.584792396000001,1999,2015,0,1,0,22438771,1,0,5,15.509385202499155
106,히말라야,이석훈,씨제이이앤엠(주),A,12/16/2015,winter,개봉영화,장편,한국,1009,39469775448.0,5129409,9308851168,1169945,드라마,12세이상관람가,일반영화,5.63,"황정민,정우",124,8.942040816,1225,2015,12704304,1,0,33943034,1,2,16,15.45050100583202
107,인사이드 아웃,피트 닥터,월트디즈니컴퍼니코리아(주),B,7/9/2015,summer,개봉영화,장편,미국,777,38015586936.0,4968687,12814825236,1594626,애니메이션,전체관람가,일반영화,7.88,"에이미 포엘러,필리스 스미스,민디 캘링",102,9.113006397000001,938,2015,0,0,0,0,1,0,0,15.418666178059114
108,마션,리들리 스콧,이십세기폭스코리아(주),B,10/8/2015,autumn,개봉영화,장편,미국,1132,39612764295.0,4875494,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,8.774937343,1995,2015,2607915,1,0,1618871,1,3,8,15.399731990613542
109,인턴,낸시 마이어스,워너브러더스 코리아(주),B,9/24/2015,autumn,개봉영화,장편,미국,496,28517727148.0,3610564,10023591548,1228195,코미디,12세이상관람가,일반영화,6.25,"앤 해서웨이,로버트 드 니로",121,9.043558851,1079,2015,0,1,0,10875068,1,0,12,15.099374550792989
110,터미네이터 제니시스,앨런 테일러,롯데쇼핑㈜롯데엔터테인먼트,A,7/2/2015,summer,개봉영화,장편,미국,1113,26546725129.0,3239371,7364611329,852065,액션,15세이상관람가,일반영화,5.81,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",125,8.123209168999999,1047,2015,3039889,0,1,5084678,1,1,8,14.990889733119248
111,앤트맨,페이튼 리드,월트디즈니컴퍼니코리아(주),B,9/3/2015,autumn,개봉영화,장편,미국,949,23502249937.0,2839921,7332839937,840337,액션,12세이상관람가,일반영화,7.09,"폴 러드,마이클 더글라스,에반젤린 릴리",117,8.691348402000001,1283,2015,0,1,0,4890667,1,0,6,14.859286792849083
112,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),B,12/17/2015,winter,개봉영화,장편,미국,940,24149478540.0,2803234,8142582481,888167,액션,12세이상관람가,일반영화,7.55,"데이지 리들리,존 보예가,오스카 아이삭",135,8.371521036,1545,2015,1590489,0,1,122384,1,1,3,14.846284308646087
113,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),B,9/16/2015,autumn,개봉영화,장편,미국,804,21596946349.0,2744413,5743724849,697898,액션,12세이상관람가,일반영화,6.56,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,8.467128028,867,2015,2812427,1,1,8514347,1,1,5,14.825077766706471
114,탐정 : 더 비기닝,김정훈,씨제이이앤엠(주),A,9/24/2015,autumn,개봉영화,장편,한국,764,20463956973.0,2625686,4092941173,504961,코미디,15세이상관람가,일반영화,5.9,"권상우,성동일",120,8.682264151,1325,2015,0,0,0,9067269,1,0,2,14.780852753199587
115,미니언즈,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),B,7/29/2015,summer,개봉영화,장편,미국,792,18997911278.0,2625572,4787634178,630536,애니메이션,전체관람가,일반영화,5.63,"피에르 꼬팽,마이클 키튼,산드라 블록",91,8.239776952,1614,2015,1222133,0,1,0,2,2,0,14.780809335031972
116,뷰티 인사이드,백,(주)넥스트엔터테인먼트월드(NEW),C,8/20/2015,summer,개봉영화,장편,한국,648,16145401531.0,2053085,5024222431,611117,판타지,12세이상관람가,일반영화,5.47,"한효주,김대명,도지한",127,8.199134199,693,2015,0,1,0,36265070,1,0,8,14.53485409796913
117,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),B,11/11/2015,autumn,개봉영화,장편,영국,1105,14301476030.0,1820760,4497382930,548003,액션,15세이상관람가,일반영화,5.69,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,7.6290143960000005,903,2015,2376145,0,1,4467437,1,1,8,14.414764554307288
118,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),C,10/22/2015,autumn,개봉영화,장편,한국,794,12309164568.0,1593694,2963876068,366753,스릴러,15세이상관람가,일반영화,5.2,"손현주,엄지원,배성우",114,7.9180327870000005,488,2015,0,0,0,18484038,1,0,12,14.281565150016643
119,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),C,12/16/2015,winter,개봉영화,장편,한국,892,12104808332.0,1584168,2802652706,352415,사극,12세이상관람가,일반영화,7.08,최민식,139,8.371273712999999,738,2015,4682492,0,0,28985936,1,1,5,14.275569906338541
120,성난 변호사,허종호,씨제이이앤엠(주),A,10/8/2015,autumn,개봉영화,장편,한국,607,8697174039.0,1124918,2126132839,263369,범죄,15세이상관람가,일반영화,6.65,"이선균,김고은,임원희",117,8.564612326,503,2015,0,1,0,12142724,1,0,7,13.933220702075245
121,그놈이다,윤준형,CGV아트하우스,A,10/28/2015,autumn,개봉영화,장편,한국,681,8096427152.0,1046015,1799536452,223466,스릴러,15세이상관람가,일반영화,6.67,"주원,유해진,이유영",109,7.62,400,2015,0,0,0,16919244,1,0,7,13.860498263848351
122,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,A,8/13/2015,summer,개봉영화,장편,한국,437,7357162869.0,984265,1676810469,221861,코미디,15세이상관람가,일반영화,6.17,"엄정화,송승헌",125,8.727659574,470,2015,1008,0,0,8405740,1,1,5,13.799650448720335
123,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2015,winter,개봉영화,장편,미국,686,7029012585.0,962770,1640267600,217074,애니메이션,전체관람가,일반영화,6.0,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,8.669312169,1890,2015,884885,0,1,884885,1,1,1,13.777569825286363
124,손님,김광태,씨제이이앤엠(주),A,7/9/2015,summer,개봉영화,장편,한국,634,6385295880.0,827918,1717964980,213174,판타지,15세이상관람가,일반영화,6.66,"류승룡,이성민,천우희",107,6.850356295,421,2015,0,1,0,72277082,1,0,20,13.6266693946468
125,인시디어스 3,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),B,7/9/2015,summer,개봉영화,장편,미국,409,6396650620.0,825517,1542181920,191674,공포,15세이상관람가,일반영화,4.63,"스테파니 스콧,더모트 멀로니,린 샤예",97,7.795031056,322,2015,0,0,1,577748,1,0,1,13.623765135709924
126,하트 오브 더 씨,론 하워드,워너브러더스 코리아(주),B,12/3/2015,winter,개봉영화,장편,미국,535,6776484023.0,809327,2010066023,226889,액션,12세이상관람가,일반영화,6.45,"크리스 헴스워스,킬리언 머피,벤 위쇼",121,8.3125,240,2015,123582,1,0,12047506,1,1,9,13.603958317092122
127,헝거게임: 더 파이널,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,A,11/18/2015,autumn,개봉영화,장편,미국,661,6069167163.0,806520,2030631445,257764,액션,15세이상관람가,일반영화,6.6,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,7.791479821,446,2015,1980116,1,1,14936307,1,2,18,13.600483974752011
128,픽셀,크리스 콜럼버스,유니버설픽쳐스인터내셔널 코리아(유),B,7/16/2015,summer,개봉영화,장편,미국,557,5390909947.0,681945,1644960347,195473,액션,12세이상관람가,일반영화,5.0,"아담 샌들러,케빈 제임스,미셸 모나한",106,7.891304347999999,414,2015,0,1,0,911515,1,0,2,13.432704288412314
129,열정같은소리하고있네,정기훈,(주)넥스트엔터테인먼트월드(NEW),C,11/25/2015,autumn,개봉영화,장편,한국,566,4758959902.0,654102,1349304002,176766,드라마,15세이상관람가,일반영화,5.47,"정재영,박보영",106,8.036036036,333,2015,1726459,1,0,18037447,1,1,11,13.391018581581077
130,특종: 량첸살인기,노덕,롯데쇼핑㈜롯데엔터테인먼트,A,10/22/2015,autumn,개봉영화,장편,한국,776,4754763118.0,616481,1319649718,165767,스릴러,15세이상관람가,일반영화,6.57,"조정석,이미숙,이하나",125,8.255125285,439,2015,1865195,0,0,16553863,1,1,6,13.331782781971308
131,서부전선,천성일,롯데쇼핑㈜롯데엔터테인먼트,A,9/24/2015,autumn,개봉영화,장편,한국,509,4751661400.0,609063,1045890400,128610,드라마,12세이상관람가,일반영화,5.83,"설경구,여진구",112,7.386533666,401,2015,0,0,0,13720896,1,0,6,13.319676989617491
132,극장판 요괴워치: 탄생의 비밀이다냥!,"타카하시 시게하루,우시로 신지",씨제이이앤엠(주),A,7/22/2015,summer,개봉영화,장편,일본,509,3886775100.0,550728,601746400,82667,애니메이션,전체관람가,일반영화,5.0,"박경혜,김현지,홍범기",97,8.865148862,571,2015,0,1,1,3653912,2,0,4,13.218996318337922
133,명탐정 코난 : 화염의 해바라기,시즈노 코분,씨제이이앤엠(주),A,8/5/2015,summer,개봉영화,장편,일본,433,3294096400.0,470990,578757300,80798,애니메이션,전체관람가,일반영화,4.5,"김선혜,강수진,신용우",112,8.637096774,372,2015,922295,1,1,1649480,1,2,6,13.06259214135066
134,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,A,8/13/2015,summer,개봉영화,장편,한국,572,3360045489.0,431310,999537689,123013,사극,15세이상관람가,일반영화,6.12,"이병헌,전도연,김고은",121,6.151515152000001,264,2015,2106,0,0,20289459,1,1,5,12.974582368084748
135,어린왕자,마크 오스본,씨네그루(주)다우기술,B,12/23/2015,winter,개봉영화,장편,프랑스,494,3195586794.0,428855,990648100,126883,애니메이션,전체관람가,독립/예술영화,7.25,"제프 브리지스,레이첼 맥아담스,매켄지 포이",106,8.180925666,713,2015,0,1,0,3400901,1,0,5,12.96887414543886
136,오피스,홍원찬,(주)리틀빅픽쳐스,D,9/3/2015,autumn,개봉영화,장편,한국,425,3354086230.0,428429,801709530,97876,스릴러,15세이상관람가,일반영화,6.31,"고아성,박성웅",111,7.033613445,238,2015,0,0,0,23624896,1,0,10,12.967880309008777
137,판타스틱 4,조쉬 트랭크,이십세기폭스코리아(주),B,8/20/2015,summer,개봉영화,장편,미국,451,3029310600.0,399667,820859100,103173,액션,12세이상관람가,일반영화,2.5,"마일즈 텔러,케이트 마라,마이클 B. 조던",100,5.763565891,258,2015,383862,1,1,387635,1,1,3,12.898386979369551
138,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)넥스트엔터테인먼트월드(NEW),C,12/10/2015,winter,개봉영화,장편,한국,544,2902090600.0,391760,575104900,73250,애니메이션,전체관람가,일반영화,0.0,"이선,이미자,함수정",62,8.899766900000003,429,2015,929985,1,1,2789955,1,1,3,12.878404686376198
