,title,director,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,sequel,original,actor_power,director_count,director_movie_count,actor_movie_count,before_news,after_news,holiday,dist_cat
317,국가대표 2,김종현,메가박스중앙(주)플러스엠,A,20160810,summer,개봉영화,장편,한국,562,5424324942.0,1319827542,166219,드라마,12세이상관람가,일반영화,5.5,"수애,오달수,오연서",126,8.880952381,882,2016,0,1,1,69100447,1,0,12,642,585,0,A
347,죽여주는 여자,이재용,CGV아트하우스,A,20161006,autumn,개봉영화,장편,한국,317,872397300.0,376215400,51740,드라마,청소년관람불가,독립/예술영화,6.94,"윤여정,전무송,윤계상",111,8.457943925,107,2016,1616803,0,0,1109565,1,2,7,156,367,0,A
288,터널,김성훈B,(주)쇼박스,C,20160810,summer,개봉영화,장편,한국,1105,57510324417.0,14121558017,1675010,드라마,12세이상관람가,일반영화,7.21,"하정우,배두나,오달수",126,8.66082965,5882,2016,3128490,0,1,98032226,1,1,19,2188,1046,0,A
12,악의 연대기,백운학,씨제이이앤엠(주),A,20150514,spring,개봉영화,장편,한국,776,17357873332.0,4129615932,497664,스릴러,15세이상관람가,일반영화,5.81,"손현주,마동석,최다니엘",102,8.428093645,598,2015,0,0,0,29337703,1,0,17,1568,521,0,A
309,"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,A,20161214,winter,개봉영화,장편,한국,767,8999085248.0,2552055748,305990,판타지,12세이상관람가,일반영화,5.44,"김윤석,변요한,채서진",111,8.872954764,1039,2016,1210277,0,1,19920665,1,1,9,1131,612,0,A
682,스카이스크래퍼,로슨 마샬 터버,유니버설픽쳐스인터내셔널 코리아(유),B,20180711,summer,개봉영화,장편,미국,831,8612111718.0,2058127718,232570,액션,12세이상관람가,일반영화,4.25,"드웨인 존슨,니브 캠벨",102,8.733990148,406,2018,0,0,0,9210850,1,0,3,35,358,0,B
855,퍼펙트맨,용수,(주)쇼박스,C,20191002,autumn,개봉영화,장편,한국,894,9604139750.0,1544313980,178228,코미디,15세이상관람가,일반영화,5.0,"설경구,조진웅",116,8.858757062,177,2019,0,0,0,25242735,1,0,13,313,535,0,A
108,마션,리들리 스콧,이십세기폭스코리아(주),B,20151008,autumn,개봉영화,장편,미국,1132,39612764295.0,12914889095,1509471,액션,12세이상관람가,일반영화,7.91,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,8.774937343,1995,2015,2607915,1,0,1618871,1,3,8,128,489,0,B
429,목소리의 형태,야마다 나오코,(주)디스테이션,D,20170509,spring,개봉영화,장편,일본,466,2140563014.0,566227114,69415,애니메이션,전체관람가,일반영화,7.6,"이리노 미유,하야미 사오리",129,8.811145511,646,2017,7162,0,1,142652,1,1,3,42,119,1,C
559,윈드 리버,테일러 쉐리던,(주)유로커뮤니케이션,D,20170914,autumn,개봉영화,장편,미국,330,391358700.0,159742100,20211,액션,15세이상관람가,독립/예술영화,7.33,"제레미 레너,엘리자베스 올슨",111,8.368421052999999,38,2017,0,0,0,36065780,1,0,8,28,55,0,C
181,파더 앤 도터,가브리엘 무치노,(주)박수엔터테인먼트,D,20151210,winter,개봉영화,장편,미국,352,445586100.0,165809100,20716,드라마,15세이상관람가,일반영화,6.25,"아만다 사이프리드,러셀 크로우,아론 폴",91,8.259259259,27,2015,10328,0,0,13234113,1,1,11,17,32,0,C
840,나쁜 녀석들: 더 무비,손용호,씨제이이앤엠(주),A,20190911,autumn,개봉영화,장편,한국,1511,39560195124.0,8008441184,905239,범죄,15세이상관람가,일반영화,4.83,"마동석,김상중,김아중",114,8.485527544,1071,2019,0,0,1,43324260,1,0,11,685,1214,0,A
897,안나,뤽 베송,판씨네마(주),D,20190828,summer,개봉영화,장편,프랑스,431,946058240.0,388815480,45770,액션,15세이상관람가,일반영화,5.0,"사샤 루스,킬리언 머피,루크 에반스",119,8.277777777999999,54,2019,511931,0,0,2841834,1,1,4,56,172,0,C
698,원더풀 고스트,조원희,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,20180926,autumn,개봉영화,장편,한국,351,3720931600.0,783246100,92593,코미디,12세이상관람가,일반영화,4.83,"마동석,김영광,이유영",97,8.281767956,181,2018,0,0,0,41013214,1,0,11,211,434,1,C
723,셜록 놈즈,존 스티븐슨,"씨네그루(주)키다리이엔티,(주)삼백상회",B,20181003,autumn,개봉영화,장편,미국,440,644661200.0,152642850,19724,애니메이션,전체관람가,독립/예술영화,4.5,"조니 뎁,에밀리 블런트,제임스 맥어보이",86,8.276785713999999,112,2018,0,1,0,9928600,1,0,11,18,152,1,B
42,스폰지밥 3D,폴 티비트,씨제이이앤엠(주),A,20150218,winter,개봉영화,장편,미국,357,2458946200.0,512218000,65131,애니메이션,전체관람가,일반영화,5.5,"전태열,이인성,안토니오 반데라스",92,7.947826087,345,2015,0,1,0,2232404,1,0,4,57,63,1,A
304,봉이 김선달,박대민,씨제이이앤엠(주),A,20160706,summer,개봉영화,장편,한국,942,16172133642.0,3545320462,432216,사극,12세이상관람가,일반영화,5.14,"유승호,조재현,고창석",121,8.317815577000001,1117,2016,0,0,1,18816921,1,0,12,1174,564,0,A
490,부라더,장유정,메가박스중앙(주)플러스엠,A,20171102,autumn,개봉영화,장편,한국,889,11590908298.0,2357877298,287039,코미디,12세이상관람가,일반영화,5.8,"마동석,이동휘,이하늬",102,7.884267631,553,2017,0,0,1,49333846,1,0,14,382,530,0,A
614,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,유야마 쿠니히코,(주)이수C&E,B,20180606,summer,개봉영화,장편,일본,588,1388591900.0,222643100,27844,애니메이션,전체관람가,독립/예술영화,6.0,"임채헌,이선호,정미숙",90,8.042780749,374,2018,1171443,1,1,1350550,1,5,9,5,31,1,B
842,분노의 질주: 홉스&쇼,데이빗 레이치,유니버설픽쳐스인터내셔널 코리아(유),B,20190814,summer,개봉영화,장편,미국,1311,32241767793.0,7717831533,839251,액션,12세이상관람가,일반영화,6.0,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바",136,9.019567456,971,2019,3938719,1,0,22678454,1,3,13,212,623,0,B
445,극장판 소드 아트 온라인 -오디널 스케일-,이토 토모히코,(주)박수엔터테인먼트,D,20170223,winter,개봉영화,장편,일본,124,897598000.0,277569000,35430,애니메이션,12세이상관람가,일반영화,0.0,"마츠오카 요시츠구,토마츠 하루카,이토 카나에",120,9.27647868,727,2017,0,0,1,351510,1,0,4,0,0,0,C
515,플립,롭 라이너,(주)팝엔터테인먼트,D,20170712,summer,개봉영화,장편,미국,249,2818791900.0,1025482700,123030,드라마,12세이상관람가,일반영화,6.0,"매들린 캐롤,캘런 맥오리피",90,9.184501845,542,2017,0,0,1,11287,1,0,1,34,157,0,C
521,블레이드 러너 2049,드니 빌뇌브,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20171012,autumn,개봉영화,장편,미국,664,2760845365.0,1162877565,128723,SF,15세이상관람가,일반영화,8.22,"라이언 고슬링,해리슨 포드",163,7.955555556,270,2017,147641,1,1,5815373,1,2,8,62,264,0,B
802,명탐정 코난:전율의 악보,야마모토 야스이치로,씨제이이앤엠(주),A,20190214,winter,개봉영화,장편,일본,213,890692400.0,172835800,22143,애니메이션,12세이상관람가,일반영화,6.0,"타카야마 미나미,야마자키 와카나,쿠와시마 호우코",116,0.0,0,2019,370636,1,1,1275144,1,2,4,10,85,0,A
525,딥,줄리오 소토 거피드,(주)이수C&E,B,20171003,autumn,개봉영화,장편,기타,441,1746940500.0,349568900,43492,애니메이션,전체관람가,독립/예술영화,0.0,"심규혁,사문영,이인성",85,7.905109489,137,2017,0,0,0,579301,1,0,5,79,113,1,B
371,두 남자,이성태,씨네그루(주)키다리이엔티,B,20161130,autumn,개봉영화,장편,한국,397,459566121.0,164888821,21095,범죄,청소년관람불가,일반영화,5.44,"마동석,최민호",91,7.733333332999999,90,2016,0,0,0,25085170,1,0,10,254,274,0,B
455,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,D,20170525,spring,개봉영화,장편,일본,140,620733200.0,193154900,23328,드라마,12세이상관람가,독립/예술영화,4.67,"사카구치 켄타로,미와,류세이 료",116,8.440677966,59,2017,0,0,0,0,1,0,0,17,36,0,C
338,빅,트레버 월,(주)이수C&E,B,20160727,summer,개봉영화,장편,미국,332,1174196720.0,215962400,28656,애니메이션,전체관람가,독립/예술영화,0.0,"롭 슈나이더,헤더 그레이엄,켄 정",91,8.246200607999999,329,2016,0,0,0,432182,1,0,2,216,329,0,B
374,그물,김기덕,(주)넥스트엔터테인먼트월드(NEW),C,20161006,autumn,개봉영화,장편,한국,381,416593300.0,112920600,14136,드라마,15세이상관람가,독립/예술영화,7.25,"류승범,이원근,김영민",114,8.276595745,94,2016,44881,0,0,13255412,1,2,9,160,242,0,A
55,소셜포비아,홍석재,CGV아트하우스,A,20150312,spring,개봉영화,장편,한국,368,1950635763.0,551485163,67072,스릴러,15세이상관람가,독립/예술영화,7.18,"변요한,이주승,류준열",102,7.655555556,90,2015,0,0,0,5503296,1,0,4,190,286,0,A
727,여곡성,유영선,(주)스마일이엔티,D,20181108,autumn,개봉영화,장편,한국,212,594373400.0,118804700,13499,공포,15세이상관람가,일반영화,3.75,"서영희,손나은,이태리",94,5.75,4,2018,0,1,0,3844129,1,0,3,749,322,0,C
216,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),C,20160121,winter,개봉영화,장편,한국,855,8058857287.0,1899517093,242400,드라마,12세이상관람가,일반영화,5.66,"임시완,고아성",124,8.72,500,2016,1613286,1,0,19534054,1,1,7,1776,910,0,A
542,인비저블 게스트,오리올 파울로,(주)더블앤조이픽쳐스,D,20170921,autumn,개봉영화,장편,기타,232,758162200.0,367271800,44659,범죄,15세이상관람가,독립/예술영화,6.5,"마리오 카사스,바바라 레니,호세 코로나도",106,9.41509434,53,2017,66733,0,0,1,1,1,1,16,50,0,C
40,아메리칸 스나이퍼,클린트 이스트우드,워너브러더스 코리아(주),B,20150114,winter,개봉영화,장편,미국,308,2800001438.0,1052863738,126890,액션,청소년관람불가,일반영화,7.25,"브래들리 쿠퍼,시에나 밀러,제이크 맥더맨",132,8.669902913,206,2015,0,1,0,1767333,1,0,7,23,150,0,B
426,석조저택 살인사건,"정식,김휘",씨네그루(주)키다리이엔티,B,20170509,spring,개봉영화,장편,한국,539,2802134886.0,764028486,92270,스릴러,15세이상관람가,일반영화,4.67,"고수,김주혁,문성근",109,8.382857142999999,525,2017,120802,0,1,11932491,2,1,9,509,320,1,B
704,모털 엔진,크리스찬 리버스,유니버설픽쳐스인터내셔널 코리아(유),B,20181205,winter,개봉영화,장편,미국,661,2324362119.0,662068319,71826,액션,12세이상관람가,일반영화,5.5,"헤라 힐마,로버트 시한,휴고 위빙",128,7.1854304639999995,151,2018,0,0,1,331394,1,0,6,33,301,0,B
638,매직빈,조이 주,(주)영화사 빅,D,20180503,spring,개봉영화,장편,기타,534,427992700.0,70261300,8592,애니메이션,전체관람가,독립/예술영화,5.0,"황창영,민아,장병관",72,6.6363636360000005,11,2018,0,0,0,575397,1,0,7,9,56,0,C
814,그대 이름은 장미,조석현,(주)리틀빅픽쳐스,D,20190116,winter,개봉영화,장편,한국,540,735782970.0,231834480,26485,코미디,12세이상관람가,일반영화,6.5,"유호정,박성웅,오정세",126,7.847457627000001,59,2019,0,0,0,12848413,1,0,7,99,559,0,C
178,히트맨: 에이전트 47,알렉산더 바흐,이십세기폭스코리아(주),B,20150903,autumn,개봉영화,장편,미국,272,492878500.0,134566400,16556,액션,15세이상관람가,일반영화,5.5,"루퍼트 프렌드,한나 웨어,재커리 퀸토",98,7.833333333,84,2015,0,1,1,1596876,1,0,3,22,27,0,B
176,다크 플레이스,질스 파겟-브레너,"(주)스톰픽쳐스코리아,주식회사 우리네트웍스",D,20150715,summer,개봉영화,장편,미국,268,530282654.0,236400854,28454,드라마,청소년관람불가,일반영화,6.0,"샤를리즈 테론,니콜라스 홀트,클로이 모레츠",113,7.609756097999999,41,2015,0,1,0,3777542,1,0,7,214,58,0,C
809,아이 엠 마더,피에르 모렐,"(주)삼백상회,(주)팬엔터테인먼트",D,20190411,spring,개봉영화,장편,미국,213,774580700.0,264289600,32731,액션,15세이상관람가,일반영화,5.25,제니퍼 가너,102,8.492537313,67,2019,34,0,0,40677,1,1,2,32,136,0,C
58,노아의 방주: 남겨진 녀석들,토비 젠켈,씨네그루(주)다우기술,B,20150430,spring,개봉영화,장편,기타,436,1586417300.0,362928700,48437,애니메이션,전체관람가,일반영화,6.16,"김하영,배진홍,윤세웅",85,8.408866995,203,2015,0,0,0,77624,1,0,2,27,84,0,B
719,할로윈,데이빗 고든 그린,유니버설픽쳐스인터내셔널 코리아(유),B,20181031,autumn,개봉영화,장편,미국,536,891158713.0,285667563,34073,공포,청소년관람불가,일반영화,7.43,"제이미 리 커티스,주디 그리어",106,7.2994350279999995,177,2018,2511,1,0,6616797,1,1,2,224,429,0,B
409,패신저스,모튼 틸덤,유니버설픽쳐스인터내셔널 코리아(유),B,20170104,winter,개봉영화,장편,미국,608,5467466918.0,1753464218,208036,어드벤처,12세이상관람가,일반영화,5.5,"제니퍼 로렌스,크리스 프랫,마이클 쉰",116,8.060927152,755,2017,1743812,0,0,16548662,1,3,15,65,230,0,B
16,이미테이션 게임,모튼 틸덤,메가박스중앙(주)플러스엠,A,20150217,winter,개봉영화,장편,영국,541,13654746120.0,4581883920,569958,드라마,15세이상관람가,일반영화,7.25,"베네딕트 컴버배치,키이라 나이틀리,매튜 구드",114,8.726821192000001,604,2015,1,1,0,10966878,1,1,15,66,674,0,A
576,쥬만지: 새로운 세계,제이크 캐스단,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,20180103,winter,개봉영화,장편,미국,791,13814824864.0,3546830914,421003,액션,12세이상관람가,일반영화,5.33,"드웨인 존슨,잭 블랙,케빈 하트",118,8.473394495,545,2018,0,1,1,13493018,1,0,5,66,347,0,B
650,아일라,칸 울카이,(주)영화사 빅,D,20180621,summer,개봉영화,장편,기타,371,282060500.0,92548800,11585,드라마,15세이상관람가,독립/예술영화,5.25,"김설,이스마일 하지오글루",123,9.128205128,39,2018,0,0,1,0,1,0,0,47,79,0,C
376,"나, 다니엘 블레이크",켄 로치,(주)영화사 진진,D,20161208,winter,개봉영화,장편,영국,63,420708100.0,269812700,33050,드라마,12세이상관람가,독립/예술영화,8.4,"데이브 존스,헤일리 스콰이어",100,9.352941176,102,2016,26112,0,1,0,1,2,0,27,53,0,C
637,소공녀,전고운,CGV아트하우스,A,20180322,spring,개봉영화,장편,한국,284,467050200.0,235770600,28544,멜로/로맨스,15세이상관람가,독립/예술영화,6.75,"이솜,안재홍",106,8.957446809,94,2018,0,0,1,11617053,1,0,11,113,174,0,A
535,로마의 휴일,이덕희,메가박스중앙(주)플러스엠,A,20170830,summer,개봉영화,장편,한국,436,993321176.0,217460976,28160,코미디,15세이상관람가,일반영화,3.0,"임창정,공형진,정상훈",108,7.98630137,73,2017,0,0,0,5940034,1,0,2,1190,154,0,A
414,그레이트 월,장예모,유니버설픽쳐스인터내셔널 코리아(유),B,20170215,winter,개봉영화,장편,미국,598,4352841358.0,1257212358,138597,판타지,12세이상관람가,일반영화,4.5,"맷 데이먼,윌렘 대포,페드로 파스칼",103,8.00536193,373,2017,63514,0,1,7564155,1,3,4,24,225,0,B
452,슈퍼 빼꼼: 스파이 대작전,임아론,메가박스중앙(주)플러스엠,A,20170503,spring,개봉영화,장편,한국,358,689079900.0,115854000,15029,애니메이션,전체관람가,일반영화,4.5,"김태균B,최정현",77,8.26056338,284,2017,0,0,1,23579403,1,0,7,23,39,1,A
701,번 더 스테이지: 더 무비,박준수,월트디즈니컴퍼니코리아 유한책임회사,B,20181115,autumn,개봉영화,장편,한국,243,2671391900.0,776472800,87249,다큐멘터리,전체관람가,일반영화,6.0,"RM,진,슈가",83,0.0,0,2018,0,0,1,0,1,0,0,116,320,0,B
591,"그날, 바다",김지영,(주)엣나인필름,D,20180412,spring,개봉영화,장편,한국,611,4445554528.0,1157399300,136574,다큐멘터리,15세이상관람가,독립/예술영화,6.4,정우성,110,9.881427072000001,953,2018,0,0,0,9755013,1,0,3,102,689,0,C
626,게이트,신재호,(주)제이앤씨미디어그룹,D,20180228,winter,개봉영화,장편,한국,208,820756100.0,187520600,22814,범죄,15세이상관람가,일반영화,3.0,"정려원,임창정,정상훈",92,9.255813952999999,43,2018,0,0,0,5940034,1,0,2,143,73,0,C
382,너의 이름은.,신카이 마코토,메가박스중앙(주)플러스엠,A,20170104,winter,개봉영화,장편,일본,947,29082113856.0,9276961556,1116354,애니메이션,12세이상관람가,일반영화,7.55,"카미키 류노스케,카미시라이시 모네",106,9.215101193999999,3854,2017,0,0,0,2966,1,0,2,462,601,0,A
29,신데렐라,케네스 브래너,월트디즈니컴퍼니코리아(주),B,20150319,spring,개봉영화,장편,미국,531,5499767900.0,1654573800,205943,멜로/로맨스,전체관람가,일반영화,6.5,"릴리 제임스,리차드 매든,케이트 블란쳇",113,8.403278689,305,2015,327591,1,0,10302428,1,1,5,144,322,0,B
882,커런트 워,알폰소 고메즈-레존,(주)이수C&E,B,20190822,summer,개봉영화,장편,미국,276,1817540600.0,642885200,73638,드라마,12세이상관람가,독립/예술영화,5.5,"베네딕트 컴버배치,톰 홀랜드,니콜라스 홀트",108,6.5,6,2019,0,0,1,39714930,1,0,11,23,177,0,B
343,로빈슨 크루소,"벤 스타센,빈센트 케스텔루트",(주)영화사 빅,D,20160907,autumn,개봉영화,장편,기타,329,1038675400.0,200206200,24105,애니메이션,전체관람가,독립/예술영화,7.0,"유리 로웬탈,데이비드 호워드,콜린 메츠거",90,8.43902439,82,2016,459297,0,1,283292,2,1,1,13,81,0,C
620,더 포스트,스티븐 스필버그,CGV아트하우스,A,20180228,winter,개봉영화,장편,미국,281,1090246148.0,601255748,74508,드라마,12세이상관람가,독립/예술영화,7.63,"메릴 스트립,톰 행크스",116,8.805309735,113,2018,386318,0,1,1592558,1,2,4,120,308,0,A
