,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우,main_actors,개봉일_int,director_involved,actor_involved,전국관객수
1789,창문 넘어 도망친 100세 노인,2014-06-18,1457399771,0.002,1457399771,191462,191462,300,9020,스웨덴,스웨덴,,(주)영화사 빅,15세이상관람가,"어드벤처,코미디,드라마",플렉스 할그렌,"로버트 구스타프슨,이와 위클란더,앨런 포드","로버트 구스타프슨, 이와 위클란더, 앨런 포드",2014,False,False,191320
1790,론 서바이버,2014-04-02,1433147820,0.002,1433147820,190611,190611,305,11565,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,드라마,스릴러",피터 버그,"마크 월버그,제리 페라라,테일러 키취,에밀 허쉬,벤 포스터,에릭 바나","마크 월버그, 제리 페라라, 테일러 키취",2014,True,True,173678
1791,그레이스 오브 모나코,2014-06-18,1393650400,0.002,1393650400,186762,186762,358,10918,프랑스,"프랑스,미국,벨기에,이탈리아",,(주)쇼박스,12세이상관람가,드라마,올리비에 다한,"니콜 키드먼,팀 로스,프랭크 란젤라","니콜 키드먼, 팀 로스, 프랭크 란젤라",2014,False,True,186762
1792,명탐정 코난 : 탐정들의 진혼가,2014-02-13,1199685100,0.002,1199685100,182666,182666,294,5499,일본,일본,,씨제이이앤엠(주),12세이상관람가,애니메이션,야마모토 야스이치로,"타카야마 미나미,야마자키 와카나,카미야 아키라,야마구치 캇페이","타카야마 미나미, 야마자키 와카나, 카미야 아키라",2014,True,True,182668
1793,라스트베가스,2014-05-08,1361484095,0.002,1361484095,177697,177697,349,10788,미국,미국,,(주)나이너스엔터테인먼트,15세이상관람가,코미디,존 터틀타웁,"마이클 더글라스,제리 페라라,로버트 드 니로,모건 프리먼,케빈 클라인","마이클 더글라스, 제리 페라라, 로버트 드 니로",2014,True,True,168897
1794,아메리칸 허슬,2014-02-20,1195060400,0.002,1195060400,155374,155374,245,6174,미국,미국,,(주)누리픽쳐스,청소년관람불가,"범죄,드라마",데이빗 O. 러셀,"크리스찬 베일,돈 올리비에리,에이미 아담스,브래들리 쿠퍼,제니퍼 로렌스,제레미 레너,루이스 C.K.,알렉산드로 니볼라","크리스찬 베일, 돈 올리비에리, 에이미 아담스",2014,True,True,155374
1795,폴리스 스토리 2014,2014-01-29,1138068500,0.002,1138068500,153591,153591,251,5490,중국,중국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,드라마,스릴러",딩성,"성룡,유엽",,2014,False,False,153591
1796,도희야,2014-05-22,830465100,0.001,830465100,106437,106437,310,8300,한국,한국,"파인하우스필름(주),나우필름(주)",CGV아트하우스,청소년관람불가,드라마,정주리,"배두나,김새론,송새벽,박진우,이호현,서영제,조유진,윤은지,최효선,이승원,이정은,김민선,나채형,손종학,공명,남문철","배두나, 김새론, 송새벽",2014,False,True,106437
1797,니드 포 스피드,2014-04-16,835859900,0.001,835859900,105340,105340,349,9991,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,"액션,범죄,드라마,스릴러",스캇 워프,"아론 폴,도미닉 쿠퍼,이모겐 푸츠","아론 폴, 도미닉 쿠퍼, 이모겐 푸츠",2014,False,True,105340
1798,슈퍼미니,2014-04-10,660850500,0.001,660850500,92105,92105,303,3340,프랑스,프랑스,,판씨네마(주),전체관람가,"애니메이션,액션,어드벤처","토마스 자보,헬레네 지라드",,,2014,True,False,89328
1799,살인자,2014-01-15,656849000,0.001,656849000,88199,88199,207,3744,한국,한국,(주)홍필름,(주)영화사 빅,청소년관람불가,스릴러,이기욱,"마동석,안도규,김현수,박진우,차성호,이기욱,이목원,황은수,김영민,김창희,김혜나,박수빈","마동석, 안도규, 김현수",2014,False,True,88199
1800,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,2014-04-03,596032100,0.001,596032100,84306,84306,301,3278,일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,하시모토 마사카즈,"박영남,오세홍",,2014,True,False,83289
1801,원 챈스,2014-03-13,593414100,0.001,593414100,81025,81025,329,7390,영국,"영국,미국",,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마",데이빗 프랭클,"제임스 코든,알렉산드라 로치,콤 미니","제임스 코든, 알렉산드라 로치, 콤 미니",2014,False,True,80977
1802,페이스 오브 러브,2014-04-16,597286405,0.001,597286405,80699,80699,222,5521,미국,미국,,(주)영화사 빅,15세이상관람가,"드라마,멜로/로맨스",아리 포신,"아네트 베닝,에드 해리스,로빈 윌리엄스","아네트 베닝, 에드 해리스, 로빈 윌리엄스",2014,False,True,79179
1803,어거스트: 가족의 초상,2014-04-03,542682500,0.001,542682500,71795,71795,249,5202,미국,미국,,주식회사 우리네트웍스,15세이상관람가,드라마,존 웰스,"메릴 스트립,줄리아 로버츠,베네딕트 컴버배치,이완 맥그리거,크리스 쿠퍼,줄리엣 루이스,더못 멀로니,아비게일 브레스린","메릴 스트립, 줄리아 로버츠, 베네딕트 컴버배치",2014,True,True,69095
1804,모뉴먼츠 맨: 세기의 작전,2014-02-27,534041027,0.001,534041027,71483,71483,319,6244,미국,"미국,독일",,이십세기폭스코리아(주),12세이상관람가,"액션,드라마",조지 클루니,"맷 데이먼,케이트 블란쳇,조지 클루니,빌 머레이,존 굿맨,휴 보네빌","맷 데이먼, 케이트 블란쳇, 조지 클루니",2014,False,True,71483
1805,달라스 바이어스 클럽,2014-03-06,531581543,0.001,531581543,70529,70529,138,4000,미국,미국,,(주)나이너스엔터테인먼트,청소년관람불가,드라마,장 마크 발레,"매튜 매커너히,제니퍼 가너,자레드 레토","매튜 매커너히, 제니퍼 가너, 자레드 레토",2014,True,False,68794
1806,더 바디,2014-05-22,501242100,0.001,501242100,66733,66733,161,2905,스페인,스페인,,(주)싸이더스,15세이상관람가,스릴러,오리올 파울로,"벨렌 루에다,오라 가리도,호세 코로나도,휴고 실바","벨렌 루에다, 오라 가리도, 호세 코로나도",2014,True,False,66733
1807,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,405278000,0.001,405278000,59611,59611,183,1952,일본,일본,,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,액션,가네다 오사무,"이노우에 마사히로,오자와 료타",,2014,False,False,59611
1808,경주,2014-06-12,440374000,0.001,440374000,58590,58590,318,5529,한국,한국,"(주)인벤트스톤,(주)률필름",(주)인벤트스톤,15세이상관람가,"드라마,코미디,멜로/로맨스",장률,"박해일,신민아,신소율,이춘연,이학민,박재웅,박재희,박진홍,임상묵,임진욱,신민아,양희망,오류미,오세현,유병옥,윤상일,조현정,고유희,윤진서,이관훈,이기연,최근우,권병수,홍성은,홍수영,이나라,이준동,김솔,김여정,김정우,김주현,김주현,김초혜,김태희,나경찬,김수안,최배영,김학선,이나라,김태훈,곽자형,백현진","박해일, 신민아, 신소율",2014,False,True,57885
1809,리스본행 야간열차,2014-06-05,367801100,0.0,367801100,47377,47377,57,1518,독일,"독일,스위스,포르투갈",,(주)나이너스엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스,스릴러",빌 어거스트,"제레미 아이언스,멜라니 로랑,잭 휴스턴,마르티나 게덱","제레미 아이언스, 멜라니 로랑, 잭 휴스턴",2014,False,True,44792
1810,님포매니악 볼륨1,2014-06-18,351869500,0.0,351869500,44594,44594,237,4617,덴마크,"덴마크,독일,프랑스,벨기에,영국",,CGV아트하우스,청소년관람불가,드라마,라스 폰 트리에,"샤를로뜨 갱스부르,스텔란 스카스가드,스테이시 마틴,샤이아 라보프,크리스찬 슬레이터,제이미 벨,우마 서먼,윌렘 데포,미아 고스,소피 케네디 클락,코니 닐슨","샤를로뜨 갱스부르, 스텔란 스카스가드, 스테이시 마틴",2014,False,False,44594
1811,우리별 일호와 얼룩소,2014-02-20,290485500,0.0,290485500,43888,43888,209,2776,한국,한국,(주)지금이 아니면 안돼,(주)인디플러그,전체관람가,"애니메이션,판타지,어드벤처",장형윤,"유아인,정유미,장형윤,조영각,고은하,최진우,표용수,김예진,김창수,김창수,김형미,황석정","유아인, 정유미, 장형윤",2014,False,True,43674
1812,베스트 오퍼,2014-06-12,310759900,0.0,310759900,40654,40654,175,2883,이탈리아,이탈리아,,(주)박수엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스",쥬세페 토르나토레,"제프리 러쉬,짐 스터게스,실비아 획스,도날드 서덜랜드","제프리 러쉬, 짐 스터게스, 실비아 획스",2014,False,True,38946
1813,그날 본 꽃의 이름을 우리는 아직 모른다,2014-02-20,281962500,0.0,281962500,39349,39349,49,1356,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,드라마,판타지,멜로/로맨스",나가이 타츠유키,"이리노 미유,세토 아사미,사쿠라이 타카히로,하야미 사오리","이리노 미유, 세토 아사미, 사쿠라이 타카히로",2014,False,True,39349
1814,필로미나의 기적,2014-04-16,276378600,0.0,276378600,38053,38053,194,3451,영국,"영국,미국,프랑스",,씨네그루(주)다우기술,12세이상관람가,드라마,스티븐 프리어스,"주디 덴치,스티브 쿠건",,2014,True,False,34501
1815,백프로,2014-04-03,284106600,0.0,284106600,37909,37909,236,4915,한국,한국,(주)시네마제니스,(주)마인스 엔터테인먼트,15세이상관람가,"코미디,드라마",김명균,"윤시윤,여진구,천호진,박상면,이원종,이경영,이병준,김보미,강경덕,박효준,정유신,정진욱,조세영,조영진,윤영민,이민영,김영호,김예나,김지연,김진아,윤영민,지대한,공정환,김보미,문동혁","윤시윤, 여진구, 천호진",2014,False,False,36792
1816,몬스터 왕국,2014-05-01,254708600,0.0,254708600,37582,37582,160,1824,스웨덴,"스웨덴,덴마크",,씨너스엔터테인먼트(주),전체관람가,"애니메이션,어드벤처",에스벤 토프트 야콥슨,김준호,,2014,False,False,34888
1817,슈퍼노바 지구 탈출기,2014-02-13,245845000,0.0,245845000,37547,37547,230,2043,미국,"미국,캐나다",,(주)영화사 빅,전체관람가,"애니메이션,어드벤처,코미디,가족,SF",캘런 브런커,"제시카 알바,브렌든 프레이저,사라 제시카 파커","제시카 알바, 브렌든 프레이저, 사라 제시카 파커",2014,True,True,37547
1818,파가니니: 악마의 바이올리니스트,2014-04-23,270820700,0.0,270820700,36808,36808,100,2259,독일,"독일,이탈리아",,씨너스엔터테인먼트(주),15세이상관람가,"드라마,뮤지컬",버나드 로즈,"데이비드 가렛,자레드 해리스,조엘리 리처드슨","데이비드 가렛, 자레드 해리스, 조엘리 리처드슨",2014,False,False,36808
1819,천국에 다녀온 소년,2014-06-12,243698500,0.0,243698500,34120,34120,43,1794,미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),전체관람가,드라마,랜달 월러스,"그렉 키니어,켈리 라일리,코너 코롬","그렉 키니어, 켈리 라일리, 코너 코롬",2014,False,False,34120
1820,위크엔드 인 파리,2014-05-01,262744200,0.0,262744200,33320,33320,42,1317,영국,영국,,판씨네마(주),15세이상관람가,"드라마,멜로/로맨스,코미디",로저 미첼,"짐 브로드벤트,린제이 던컨",,2014,False,False,31999
1821,굿모닝 맨하탄,2014-02-06,225001000,0.0,225001000,31334,31334,99,1598,인도,인도,,(주)인벤트스톤,전체관람가,"코미디,드라마",가우리 신드,"스리데비,아딜 후세인",,2014,False,False,28548
1822,마이 블랭키,2014-06-04,218639100,0.0,218639100,31234,31234,111,1087,스페인,"스페인,이탈리아,프랑스",,(주)마인스 엔터테인먼트,전체관람가,"애니메이션,어드벤처,코미디",프란시스 닐슨,,,2014,False,False,30626
1823,벨과 세바스찬,2014-03-20,217537000,0.0,217537000,30368,30368,202,2708,프랑스,프랑스,,"그린나래미디어(주),주식회사 노버스엔터테인먼트",전체관람가,어드벤처,니콜라 바니에,"펠릭스 보쉬,체키 카료,얼바인 캔슬리어,마고 샤텔리에,디미트리 스토로지,안드레 피치만","펠릭스 보쉬, 체키 카료, 얼바인 캔슬리어",2014,False,False,29308
1824,그레이트 뷰티,2014-06-12,230423700,0.0,230423700,29701,29701,51,1327,이탈리아,"이탈리아,프랑스",,(주)영화사 진진,청소년관람불가,드라마,파올로 소렌티노,토니 세르빌로,,2014,True,False,28915
1825,꼬마영웅 경찰차 프로디2,2014-03-20,166040900,0.0,166040900,25149,25149,257,1554,노르웨이,노르웨이,,예지림엔터테인먼트,전체관람가,"애니메이션,어드벤처",라스무스 A. 실버르센,"이선,엄상현",,2014,False,False,25149
1826,고스트 메신저 극장판,2014-05-22,183818000,0.0,183818000,23674,23674,81,1199,한국,한국,(주)스튜디오 애니멀,에이원엔터테인먼트,12세이상관람가,"애니메이션,SF,판타지",구봉회,"양정화,박성태,은정,정재헌,박지윤,김호성","양정화, 박성태, 은정",2014,False,True,23674
1827,디노타샤: 공룡대탐험,2014-01-29,165071000,0.0,165071000,23530,23530,138,1195,미국,미국,,(주)영화사 빅,전체관람가,"애니메이션,어드벤처","데이빗 크렌츠,에릭 넬슨","박지윤,곽윤상,베르너 헤어조크","박지윤, 곽윤상, 베르너 헤어조크",2014,False,True,23530
1828,엔들리스 러브,2014-03-13,165237000,0.0,165237000,22091,22091,210,3299,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"드라마,멜로/로맨스",샤나 페스트,"알렉스 페티퍼,라이스 웨이크필드,브루스 그린우드,조엘리 리처드슨,가브리엘라 와일드","알렉스 페티퍼, 라이스 웨이크필드, 브루스 그린우드",2014,False,False,22091
1829,그랜드 피아노,2014-04-17,149337000,0.0,149337000,20961,20961,95,1165,스페인,스페인,,와이드 릴리즈(주),15세이상관람가,스릴러,유지니오 미라,"일라이저 우드,존 쿠삭",,2014,False,False,20961
1830,이디야와 얼음왕국의 전설,2014-02-27,119493200,0.0,119493200,18179,18179,136,987,캐나다,캐나다,,(주)미디어데이,전체관람가,"애니메이션,어드벤처",낸시 플로렌스 사바드,"장민혁,윤세웅,최정현","장민혁, 윤세웅, 최정현",2014,False,False,18157
1831,캡틴 하록,2014-01-16,134005500,0.0,134005500,17977,17977,120,1108,일본,일본,,(주)박수엔터테인먼트,12세이상관람가,"애니메이션,어드벤처,SF",아라마키 신지,"류승룡,오구리 슌",,2014,False,False,17977
1832,밀리언 웨이즈,2014-06-12,135460300,0.0,135460300,17546,17546,194,2720,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,코미디,세스 맥팔레인,"세스 맥팔레인,샤를리즈 테론,아만다 사이프리드,리암 니슨","세스 맥팔레인, 샤를리즈 테론, 아만다 사이프리드",2014,True,True,17373
