,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
371,두 남자,이성태,(주)엠씨엠씨,,씨네그루(주)키다리이엔티,2016-11-30,개봉영화,장편,한국,397,459566121,60365,164888821,21095,범죄,청소년관람불가,일반영화
372,극장판 도라에몽: 신 진구의 버스 오브 재팬,야쿠와 신노스케,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-12-21,개봉영화,장편,일본,282,453920100,59147,106368900,12969,애니메이션,전체관람가,일반영화
373,백설공주 : 사라진 아빠를 찾아서,벤 차오,,예지림엔터테인먼트,예지림엔터테인먼트,2016-09-29,개봉영화,장편,중국,213,425994300,55355,70551700,8438,애니메이션,전체관람가,독립/예술영화
374,그물,김기덕,(주)김기덕 필름,,(주)넥스트엔터테인먼트월드(NEW),2016-10-06,개봉영화,장편,한국,381,416593300,55342,112920600,14136,드라마,15세이상관람가,독립/예술영화
375,순종,"김동민,이주훈",(재)CBS,,"(재)CBS,(주)영화사 안다미로",2016-11-17,개봉영화,장편,한국,104,382422200,54144,98656600,12528,다큐멘터리,전체관람가,독립/예술영화
376,"나, 다니엘 블레이크",켄 로치,,(주)영화사 진진,(주)영화사 진진,2016-12-08,개봉영화,장편,영국,63,420708100,53018,269812700,33050,드라마,12세이상관람가,독립/예술영화
377,공조,김성훈,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",,씨제이이앤엠(주),2017-01-18,개봉영화,장편,한국,976,63781731326,7817446,14672808676,1744624,액션,15세이상관람가,일반영화
378,더 킹,한재림,(주)우주필름,,(주)넥스트엔터테인먼트월드(NEW),2017-01-18,개봉영화,장편,한국,1310,43486078535,5316325,11144618435,1318493,범죄,15세이상관람가,일반영화
379,미녀와 야수,빌 콘돈,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-03-16,개봉영화,장편,미국,1627,42130589579,5137993,13177630229,1531839,멜로/로맨스,전체관람가,일반영화
380,분노의 질주: 더 익스트림,F. 게리 그레이,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-04-12,개봉영화,장편,미국,1469,29981156348,3653238,7936210998,932027,액션,15세이상관람가,일반영화
381,미이라,알렉스 커츠먼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-06-06,개봉영화,장편,미국,1257,30036990078,3628949,7718603628,892635,액션,15세이상관람가,일반영화
382,너의 이름은.,신카이 마코토,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2017-01-04,개봉영화,장편,일본,947,29082113856,3616250,9276961556,1116354,애니메이션,12세이상관람가,일반영화
383,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,개봉영화,장편,미국,1357,24937474622,3045449,7181019322,836949,액션,12세이상관람가,일반영화
384,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,개봉영화,장편,한국,1047,23790276987,2931897,5681060637,679455,범죄,청소년관람불가,일반영화
385,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,개봉영화,장편,미국,1218,23452674686,2735719,7669006186,854131,액션,12세이상관람가,일반영화
386,보안관,김형주,"(주)영화사 월광,(주)사나이픽처스",,롯데쇼핑㈜롯데엔터테인먼트,2017-05-03,개봉영화,장편,한국,1091,20693290509,2570874,4093422209,491530,범죄,15세이상관람가,일반영화
387,조작된 도시,박광현,"(주)티피에스컴퍼니,(주)영화사심플렉스,컬쳐메이트",,씨제이이앤엠(주),2017-02-09,개봉영화,장편,한국,1019,20119979587,2512572,4696743687,564486,범죄,15세이상관람가,일반영화
388,보스 베이비,톰 맥그라스,,씨제이이앤엠(주),씨제이이앤엠(주),2017-05-03,개봉영화,장편,미국,1116,18898606204,2447246,4724943504,582820,애니메이션,전체관람가,일반영화
389,재심,김태윤,(주)이디오플랜,,"오퍼스픽쳐스(유),CGV아트하우스",2017-02-15,개봉영화,장편,한국,935,19263100637,2420729,4569982837,555767,드라마,15세이상관람가,일반영화
390,모아나,"론 클레멘츠,존 머스커",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-01-12,개봉영화,장편,미국,953,18055062307,2310054,4735422707,572295,애니메이션,전체관람가,일반영화
391,원더 우먼,팻티 젠킨스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-05-31,개봉영화,장편,미국,1034,17378566986,2153152,5302201586,631826,액션,12세이상관람가,일반영화
392,겟 아웃,조던 필,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-05-17,개봉영화,장편,미국,945,17368201175,2128572,5296231575,624946,공포(호러),15세이상관람가,일반영화
393,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,개봉영화,장편,미국,1739,17493133328,2125953,4335899728,500601,액션,12세이상관람가,일반영화
394,로건,제임스 맨골드,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-03-01,개봉영화,장편,미국,954,17590962723,2070084,5779445923,655286,액션,청소년관람불가,일반영화
395,노무현입니다,이창재,영화사 풀,,"CGV아트하우스,영화사 풀",2017-05-25,개봉영화,장편,한국,775,14305195012,1821000,3387200312,416953,다큐멘터리,12세이상관람가,일반영화
396,콩: 스컬 아일랜드,조던 복트-로버츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-03-08,개봉영화,장편,미국,984,13951644383,1685933,3315501383,382935,액션,12세이상관람가,일반영화
397,23 아이덴티티,M. 나이트 샤말란,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-22,개봉영화,장편,미국,952,13609456135,1675798,4134850035,490806,스릴러,15세이상관람가,일반영화
398,임금님의 사건수첩,문현성,"(주)영화사람,씨제이이앤엠(주),(주)더타워픽쳐스",,씨제이이앤엠(주),2017-04-26,개봉영화,장편,한국,1054,12648793723,1634403,3034042823,380247,코미디,12세이상관람가,일반영화
399,특별시민,박인제,(주)팔레트픽처스,,(주)쇼박스,2017-04-26,개봉영화,장편,한국,1154,10494768945,1362634,2869531745,360598,드라마,15세이상관람가,일반영화
400,에이리언: 커버넌트,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-05-09,개봉영화,장편,미국,841,10735246264,1305826,3393213714,395671,SF,15세이상관람가,일반영화
401,해빙,이수연,"위더스필름(주),(주)영화사불",,롯데쇼핑㈜롯데엔터테인먼트,2017-03-01,개봉영화,장편,한국,915,9879737822,1201576,2434113422,284100,스릴러,15세이상관람가,일반영화
402,악녀,정병길,(주)앞에있다,,(주)넥스트엔터테인먼트월드(NEW),2017-06-08,개봉영화,장편,한국,685,9493804744,1176711,2478368444,296311,액션,청소년관람불가,일반영화
403,하루,조선호,(주)라인필름,,CGV아트하우스,2017-06-15,개봉영화,장편,한국,781,8721627698,1085087,2165557498,260218,스릴러,15세이상관람가,일반영화
404,불한당: 나쁜 놈들의 세상,변성현,"씨제이이앤엠(주),(주)바른손",,씨제이이앤엠(주),2017-05-17,개봉영화,장편,한국,860,7512332225,930866,2023201925,242550,범죄,청소년관람불가,일반영화
405,대립군,정윤철,"리얼라이즈픽쳐스(주),이십세기폭스 인터내셔널 프로덕션,(주)베르디미디어,(주)블러썸픽쳐스",,이십세기폭스코리아(주),2017-05-31,개봉영화,장편,한국,809,6267195402,836140,1501558202,190501,드라마,15세이상관람가,일반영화
406,레지던트 이블: 파멸의 날,폴 W.S. 앤더슨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-25,개봉영화,장편,미국,599,6422202365,765259,1676603015,193951,액션,청소년관람불가,일반영화
407,공각기동대 : 고스트 인 더 쉘,루퍼트 샌더스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-03-29,개봉영화,장편,미국,807,6285970884,764072,1900110084,222563,SF,15세이상관람가,일반영화
408,트롤,"마이크 미첼,월트 도른",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2017-02-16,개봉영화,장편,미국,622,5011161500,675966,1057171000,136139,애니메이션,전체관람가,일반영화
409,패신저스,모튼 틸덤,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-01-04,개봉영화,장편,미국,608,5467466918,668576,1753464218,208036,어드벤처,12세이상관람가,일반영화
410,아빠는 딸,김형협,영화사김치(주),,메가박스중앙(주)플러스엠,2017-04-12,개봉영화,장편,한국,520,5046766395,646195,1154175195,141570,코미디,12세이상관람가,일반영화
411,컨택트,드니 빌뇌브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-02,개봉영화,장편,미국,605,5174020721,629322,2112362621,249789,SF,12세이상관람가,일반영화
412,박열,이준익,(유)박열문화전문회사,,메가박스중앙(주)플러스엠,2017-06-28,개봉영화,장편,한국,1176,3770464126,536597,1082642626,150743,드라마,12세이상관람가,일반영화
413,얼라이드,로버트 저메키스,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-01-11,개봉영화,장편,미국,546,4278041179,518886,1600695179,190720,스릴러,15세이상관람가,일반영화
414,그레이트 월,장예모,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-15,개봉영화,장편,미국,598,4352841358,501286,1257212358,138597,판타지,12세이상관람가,일반영화
415,트리플 엑스 리턴즈,D.J. 카루소,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-02-08,개봉영화,장편,미국,590,3967335095,475309,1022502995,116855,액션,15세이상관람가,일반영화
416,라이프,다니엘 에스피노사,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-05,개봉영화,장편,미국,647,3786712210,459421,1188643810,139729,SF,15세이상관람가,일반영화
417,히든 피겨스,데오도르 멜피,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-03-23,개봉영화,장편,미국,448,3575594033,448826,1591867433,194719,드라마,12세이상관람가,일반영화
418,원라인,양경모,"(주)미인픽쳐스,(주)곽픽쳐스",,(주)넥스트엔터테인먼트월드(NEW),2017-03-29,개봉영화,장편,한국,613,3310122433,433825,807184333,101624,범죄,15세이상관람가,일반영화
419,터닝메카드W: 블랙미러의 부활,"홍헌표,김석원",㈜희원엔터테인먼트,,씨네그루(주)키다리이엔티,2017-01-18,개봉영화,장편,한국,570,3213263000,429569,676764500,86626,애니메이션,전체관람가,독립/예술영화
420,스머프: 비밀의 숲,캘리 애스버리,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-28,개봉영화,장편,미국,607,3122661000,427764,633690100,83429,애니메이션,전체관람가,일반영화
421,킹 아서: 제왕의 검,가이 리치,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-05-17,개봉영화,장편,영국,588,3348220655,412843,953887855,113292,판타지,12세이상관람가,일반영화
422,보통사람,김봉한,"(주)트리니티엔터테인먼트,(주)영화사장춘",,오퍼스픽쳐스(유),2017-03-23,개봉영화,장편,한국,621,2956397623,383336,736134723,92067,드라마,15세이상관람가,일반영화
423,눈의 여왕 3: 눈과 불의 마법대결,알렉세이 트시칠린,,(주)시네마리퍼블릭,(주)이수C&E,2017-01-04,개봉영화,장편,러시아,526,2694247700,366442,433186900,54862,애니메이션,전체관람가,독립/예술영화
424,어쌔신 크리드,저스틴 커젤,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-01-11,개봉영화,장편,미국,566,2899784921,355913,763791621,90313,액션,15세이상관람가,일반영화
425,싱글라이더,이주영,(주)퍼펙트스톰필름,,워너브러더스 코리아(주),2017-02-22,개봉영화,장편,한국,576,2685519021,351276,945782821,119087,드라마,15세이상관람가,일반영화
426,석조저택 살인사건,"정식,김휘",주식회사 영화사다,,씨네그루(주)키다리이엔티,2017-05-09,개봉영화,장편,한국,539,2802134886,350129,764028486,92270,스릴러,15세이상관람가,일반영화
427,사랑하기 때문에,주지홍,(주)에이디사공육,,(주)넥스트엔터테인먼트월드(NEW),2017-01-04,개봉영화,장편,한국,542,2538169440,324420,516573040,63326,코미디,12세이상관람가,일반영화
428,존 윅 - 리로드,채드 스타헬스키,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2017-02-22,개봉영화,장편,미국,250,2205582600,276379,752850000,92798,액션,청소년관람불가,일반영화
429,목소리의 형태,야마다 나오코,,"(주)엔케이컨텐츠,(주)콘텐츠게이트",(주)디스테이션,2017-05-09,개봉영화,장편,일본,466,2140563014,272736,566227114,69415,애니메이션,전체관람가,일반영화
430,리얼,이사랑,(주)코브픽쳐스,,씨제이이앤엠(주),2017-06-28,개봉영화,장편,한국,970,1717338874,255180,501268674,72305,액션,청소년관람불가,일반영화
431,어느날,이윤기,(주)인벤트스톤,,"오퍼스픽쳐스(유),CGV아트하우스",2017-04-05,개봉영화,장편,한국,532,1827370582,232016,566199082,69068,멜로/로맨스,15세이상관람가,일반영화
432,발레리나,"에릭 섬머,에릭 와린",,판씨네마(주),판씨네마(주),2017-02-09,개봉영화,장편,프랑스,434,1509668400,201365,370927500,46384,애니메이션,전체관람가,일반영화
433,50가지 그림자: 심연,제임스 폴리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-02-09,개봉영화,장편,미국,435,1589180900,189620,583553000,67787,드라마,청소년관람불가,일반영화
