,title,director,producer,importer,distributor,distributor_group,release_date,release_season,release,form,nation,screen,rev_nationwide,rev_seoul,rev_seoul.1,genre,rate,type,expert_rating,starring_actors,running_times,audience_rating,rating_audiences,realease_year,director_power,director_movie_num,sequel,original,actor_power
532,아토믹 블론드,데이빗 레이치,,(주)메인타이틀픽쳐스,씨네그루(주)키다리이엔티,B,8/30/2017,summer,개봉영화,장편,미국,471,1177725658.0,486321658,62007,액션,청소년관람불가,일반영화,6.43,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라",114,8.0,147,2017,12043900.0,4 [4],1,0,201430780
841,봉오동 전투,"원신연,이영용","(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",,(주)쇼박스,C,8/7/2019,summer,개봉영화,장편,한국,1476,40514276538.0,7782799628,891383,사극,15세이상관람가,일반영화,5.3,"유해진,류준열,조우진",135,9.229327453,907,2019,22317650.0,"3 [2, 1]",0,1,724692671
856,포드 V 페라리,제임스 맨골드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,12/4/2019,winter,개봉영화,장편,미국,986,10552197680.0,3815040750,416331,액션,12세이상관람가,일반영화,7.63,"맷 데이먼,크리스찬 베일",152,9.344036697,218,2019,5342562.0,2 [2],0,1,41113491
52,개를 훔치는 완벽한 방법,김성호,(주)삼거리픽쳐스,,"(주)리틀빅픽쳐스,(주)대명문화공장",D,12/31/2014,winter,개봉영화,장편,한국,205,2018597565.0,667976565,84221,드라마,전체관람가,독립/예술영화,7.04,"이레,이지원,홍은택",109,8.664556962,158,2014,536514.0,1 [1],1,0,0
377,공조,김성훈A,"(주)제이케이필름,씨제이이앤엠(주),영화사 이창,(주)에이치비엔터테인먼트",,씨제이이앤엠(주),A,1/18/2017,winter,개봉영화,장편,한국,976,63781731326.0,14672808676,1744624,액션,15세이상관람가,일반영화,5.0,"현빈,유해진,김주혁",125,8.89084507,1988,2017,17234182.0,2 [2],0,0,746272721
662,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,B,10/3/2018,autumn,개봉영화,장편,미국,1308,34100211207.0,9452036857,1026909,액션,15세이상관람가,일반영화,4.6,"톰 하디,미셸 윌리엄스",107,8.305248227,3525,2018,7913061.0,2 [2],0,1,55927882
873,양자물리학,이성태,(주)엠씨엠씨,,(주)메리크리스마스,D,9/25/2019,autumn,개봉영화,장편,한국,799,4526478380.0,1152440160,137943,범죄,15세이상관람가,일반영화,4.8,"박해수,서예지,김상호",119,8.615384615,221,2019,674609.0,2 [2],0,0,37210217
888,롱 샷,조나단 레빈,,(유)조이앤시네마,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹",D,7/24/2019,summer,개봉영화,장편,미국,454,1622789797.0,756409017,85515,코미디,15세이상관람가,일반영화,5.5,"샤를리즈 테론,세스 로건",125,9.293103448,116,2019,184796.0,1 [1],0,0,99515454
239,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/4/2016,winter,개봉영화,장편,미국,380,2101036200.0,450214100,59605,애니메이션,전체관람가,일반영화,3.5,"저스틴 롱,제이슨 리,매튜 그레이 구블러",92,8.422360248,322,2016,289645.0,1 [1],1,0,1737873
246,독수리 에디,덱스터 플레처,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,4/7/2016,spring,개봉영화,장편,미국,528,1699642120.0,629422120,76061,드라마,12세이상관람가,일반영화,6.75,"태런 에저튼,휴 잭맨,크리스토퍼 월켄",106,8.947136564,227,2016,559404.0,2 [2],1,0,130167229
870,광대들: 풍문조작단,김주호,(주)영화사심플렉스,,워너브러더스 코리아(주),B,8/21/2019,summer,개봉영화,장편,한국,806,5226776088.0,1097148968,129821,사극,12세이상관람가,일반영화,4.57,"조진웅,손현주,박희순",108,8.127272727000001,165,2019,637021.0,1 [1],0,0,482410921
425,싱글라이더,이주영,(주)퍼펙트스톰필름,,워너브러더스 코리아(주),B,2/22/2017,winter,개봉영화,장편,한국,576,2685519021.0,945782821,119087,드라마,15세이상관람가,일반영화,5.9,"이병헌,공효진,안소희",97,8.03021148,662,2017,351276.0,1 [1],0,0,192835451
552,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,B,9/28/2017,autumn,개봉영화,장편,미국,135,441475500.0,109518000,14532,애니메이션,전체관람가,일반영화,0.0,"김미랑,서지연",64,8.55,100,2017,107938.0,1 [1],1,1,187362
28,기술자들,김홍선,(주)트리니티엔터테인먼트,,롯데쇼핑㈜롯데엔터테인먼트,A,12/24/2014,winter,개봉영화,장편,한국,641,6241817635.0,1295768435,156201,범죄,15세이상관람가,일반영화,4.75,"김우빈,김영철,고창석",116,7.925486876,1181,2014,6153654.0,3 [3],0,0,61621051
763,드래곤 길들이기 3,딘 데블로이스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/30/2019,winter,개봉영화,장편,미국,971,12340610576.0,3246170416,369678,애니메이션,전체관람가,일반영화,6.71,"제이 바루첼,아메리카 페레라,케이트 블란쳇",104,9.28358209,737,2019,1506942.0,1 [1],1,1,49828397
265,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",(주)수필름,,롯데쇼핑㈜롯데엔터테인먼트,A,6/1/2016,summer,개봉영화,옴니버스,한국,317,760730500.0,164623500,19541,공포,15세이상관람가,일반영화,6.0,"임슬옹,경수진,박정민",94,5.647058824,136,2016,10301714.0,"6 [1, 1, 1, 3]",0,1,103966179
601,트루스 오어 데어,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,5/22/2018,spring,개봉영화,장편,미국,530,2645140400.0,674443300,75674,공포,15세이상관람가,일반영화,3.5,"루시 헤일,타일러 포시,바이올렛 빈",100,8.395280236,339,2018,310695.0,1 [1],0,0,1864170
850,타짜: 원 아이드 잭,권오광,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,A,9/11/2019,autumn,개봉영화,장편,한국,1429,19673441214.0,4585277834,513548,범죄,청소년관람불가,일반영화,5.43,"박정민,류승범,최유화",139,7.0763274339999995,904,2019,2328194.0,2 [2],1,1,154336331
244,닌자터틀 : 어둠의 히어로,데이브 그린,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,6/16/2016,summer,개봉영화,장편,미국,517,1928455000.0,558389900,64001,액션,12세이상관람가,일반영화,5.0,"메간 폭스,스티븐 아멜,로라 리니",112,7.897163121,282,2016,253681.0,1 [1],1,1,4412275
103,사도,이준익,(주)타이거픽쳐스,,(주)쇼박스,C,9/16/2015,autumn,개봉영화,장편,한국,1210,48842902501.0,12987928301,1606486,사극,12세이상관람가,일반영화,7.54,"송강호,유아인,문근영",125,8.38952164,1756,2015,5052135.0,4 [4],1,0,283896989
276,스티브 잡스,대니 보일,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,1/21/2016,winter,개봉영화,장편,미국,384,535351276.0,263409778,32834,드라마,12세이상관람가,일반영화,6.4,"마이클 패스벤더,케이트 윈슬렛,세스 로건",122,7.865853659,82,2016,443134.0,2 [2],1,0,93180611
393,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,6/21/2017,summer,개봉영화,장편,미국,1739,17493133328.0,4335899728,500601,액션,12세이상관람가,일반영화,2.83,"마크 월버그,안소니 홉킨스,로라 하드독",151,6.909167367999999,1189,2017,8062889.0,2 [2],1,1,43411244
110,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,A,7/2/2015,summer,개봉영화,장편,미국,1113,26546725129.0,7364611329,852065,액션,15세이상관람가,일반영화,5.81,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",125,8.123209168999999,1047,2015,6279260.0,1 [1],0,1,53934024
76,더 건맨,피에르 모렐,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,A,4/16/2015,spring,개봉영화,장편,프랑스,349,833910965.0,240106365,30062,액션,청소년관람불가,일반영화,4.58,"숀 펜,하비에르 바르뎀,이드리스 엘바",113,7.086486486,185,2015,201594.0,2 [2],1,0,50419819
159,러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,,(주)애니플러스,(주)박수엔터테인먼트,D,9/3/2015,autumn,개봉영화,장편,일본,66,908579000.0,419577000,55550,애니메이션,전체관람가,일반영화,0.0,"닛타 에미,난죠 요시노,우치다 아야",99,9.361204013,299,2015,122574.0,1 [1],1,0,0
458,파워레인져스: 더 비기닝,딘 이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),C,4/20/2017,spring,개봉영화,장편,미국,479,570203561.0,181869261,22185,액션,12세이상관람가,일반영화,6.5,"데이커 몽고메리,나오미 스콧,RJ 사일러",124,8.221518987,158,2017,605273.0,2 [2],1,0,2793004
235,위대한 소원,남대중,주식회사 브레인샤워,,(주)넥스트엔터테인먼트월드(NEW),C,4/21/2016,spring,개봉영화,장편,한국,524,2438260213.0,557547213,67347,코미디,15세이상관람가,일반영화,5.0,"류덕환,김동영,안재홍",93,8.296610169,236,2016,903166.0,2 [2],0,0,37068576
464,밤의 해변에서 혼자,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",D,3/23/2017,spring,개봉영화,장편,한국,133,438124100.0,274602900,34539,드라마,청소년관람불가,독립/예술영화,7.63,김민희,101,7.7264957260000005,234,2017,459722.0,2 [2],0,0,17166158
411,컨택트,드니 빌뇌브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,2/2/2017,winter,개봉영화,장편,미국,605,5174020721.0,2112362621,249789,SF,12세이상관람가,일반영화,7.29,"에이미 아담스,제레미 레너,포레스트 휘태커",116,8.323731139,729,2017,2530063.0,3 [3],0,0,65549085
848,블랙머니,정지영,"유한회사 질라라비,(주)아우라픽처스",,(주)에이스메이커무비웍스,D,11/13/2019,autumn,개봉영화,장편,한국,1117,20744296510.0,5030225390,578800,범죄,12세이상관람가,일반영화,6.0,"조진웅,이하늬",113,9.10915493,284,2019,2464978.0,1 [1],0,1,509124999
112,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),B,12/17/2015,winter,개봉영화,장편,미국,940,24149478540.0,8142582481,888167,액션,12세이상관람가,일반영화,7.55,"데이지 리들리,존 보예가,오스카 아이삭",135,8.371521036,1545,2015,4393723.0,1 [1],0,1,11150250
632,여중생A,이경섭,"(주)영화사울림,네이버웹툰 주식회사",,롯데컬처웍스(주)롯데엔터테인먼트,A,6/20/2018,summer,개봉영화,장편,한국,479,724154600.0,255695900,27849,드라마,12세이상관람가,일반영화,6.0,"김환희,수호",114,7.413043478,92,2018,86841.0,1 [1],0,1,362729
801,더 페이버릿: 여왕의 여자,요르고스 란티모스,,이십세기폭스코리아(주),이십세기폭스코리아(주),B,2/21/2019,winter,개봉영화,장편,미국,83,1380191276.0,831098346,97482,드라마,15세이상관람가,독립/예술영화,8.2,"올리비아 콜맨,엠마 스톤,레이첼 와이즈",119,8.874193548,310,2019,392466.0,3 [3],0,0,40674448
529,"나는 내일, 어제의 너와 만난다",미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,D,10/12/2017,autumn,개봉영화,장편,일본,206,1343600900.0,450954600,58106,멜로/로맨스,12세이상관람가,독립/예술영화,6.0,"후쿠시 소우타,고마츠 나나",110,8.403794038,369,2017,176017.0,1 [1],1,0,6273
513,러빙 빈센트,"도로타 코비엘라,휴 웰치맨",,(주)퍼스트런,판씨네마(주),D,11/9/2017,autumn,개봉영화,장편,영국,272,3051639861.0,1584998261,194304,애니메이션,15세이상관람가,독립/예술영화,7.5,"더글러스 부스,시얼샤 로넌,제롬 플린",107,9.169934641000001,459,2017,1150551.0,"2 [1, 1]",1,0,147763
329,위자: 저주의 시작,마이크 플래너건,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,11/9/2016,autumn,개봉영화,장편,미국,467,2637517406.0,558041806,67022,공포,12세이상관람가,일반영화,4.5,"엘리자베스 리저,애너리즈 바쏘,룰루 윌슨",99,7.7772925760000025,229,2016,1027700.0,2 [2],1,1,1687553
262,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,,(주)삼지애니메이션,D,2/4/2016,winter,개봉영화,장편,한국,349,866704200.0,172514300,22357,애니메이션,전체관람가,일반영화,0.0,-,68,8.469387755,196,2016,907833.0,3 [3],1,0,0
223,그날의 분위기,조규장,영화사 문(주),,(주)쇼박스,C,1/14/2016,winter,개봉영화,장편,한국,592,5142899612.0,1404786825,171304,멜로/로맨스,15세이상관람가,일반영화,5.31,"문채원,유연석",103,8.022988506,348,2016,1304906.0,2 [2],1,0,28418214
918,빅트립: 아기팬더 배달 대모험,바실리 로벤스키,,주식회사 디에스이이디,(주)트리플픽쳐스,D,10/23/2019,autumn,개봉영화,장편,미국,373,330035500.0,53849260,6410,애니메이션,전체관람가,독립/예술영화,0.0,"한으뜸,장다운",82,5.5,10,2019,42914.0,1 [1],0,0,128742
897,미드웨이,롤랜드 에머리히,,(주)누리픽쳐스,(주)누리픽쳐스,D,12/31/2019,winter,개봉영화,장편,미국,810,1085659520.0,290368240,34848,액션,15세이상관람가,일반영화,5.5,"에드 스크레인,패트릭 윌슨,루크 에반스",136,8.766129032,248,2019,2743672.0,2 [2],0,1,28657891
858,퍼펙트맨,용수,"(주)맨필름,(주)쇼박스",,(주)쇼박스,C,10/2/2019,autumn,개봉영화,장편,한국,894,9604139750.0,1544313980,178228,코미디,15세이상관람가,일반영화,5.0,"설경구,조진웅",116,8.858757062,177,2019,1144894.0,1 [1],0,0,446854846
510,극장판 포켓몬스터 너로 정했다!,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,B,12/21/2017,winter,개봉영화,장편,일본,626,3117529700.0,591147400,76058,애니메이션,전체관람가,일반영화,6.0,"마츠모토 리카,오오타니 이쿠에",98,9.00152207,657,2017,7587500.0,6 [6],1,1,1505846
606,치즈인더트랩,김제영,(주)마운틴무브먼트스토리,,(주)리틀빅픽쳐스,D,3/14/2018,spring,개봉영화,장편,한국,364,1890873700.0,557695800,65340,멜로/로맨스,15세이상관람가,일반영화,4.0,"박해진,오연서,박기웅",116,8.217391304,92,2018,229005.0,1 [1],0,1,33724549
167,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,와타나베 카츠야,,대원미디어(주),"(주)스마일이엔티,(주)영화사오원",D,11/26/2015,autumn,개봉영화,장편,일본,344,730895500.0,140786100,18423,액션,전체관람가,일반영화,0.0,"심규혁,이인석,강시현",60,8.461538462,104,2015,100026.0,1 [1],1,1,872144
865,캣츠,톰 후퍼,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),B,12/24/2019,winter,개봉영화,장편,미국,1143,6093329690.0,2092964760,240814,코미디,12세이상관람가,일반영화,4.75,"제니퍼 허드슨,테일러 스위프트,이드리스 엘바",109,6.825991189,454,2019,996403.0,2 [2],0,1,39910348
241,굿바이 싱글,김태곤,"호두앤유 엔터테인먼트(주),(주)영화사람",,(주)쇼박스,C,6/29/2016,summer,개봉영화,장편,한국,841,1755649500.0,519331400,73464,코미디,15세이상관람가,일반영화,5.97,"김혜수,마동석,김현수",119,8.427209705,1154,2016,259324.0,1 [1],0,0,250120943
699,원더풀 고스트,조원희,(주)데이드림엔터테인먼트,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",D,9/26/2018,autumn,개봉영화,장편,한국,351,3720931600.0,783246100,92593,코미디,12세이상관람가,일반영화,4.83,"마동석,김영광,이유영",97,8.281767956,181,2018,450374.0,1 [1],0,0,289195474
744,툴리,제이슨 라이트맨,,(주)콘텐츠판다,(주)리틀빅픽쳐스,D,11/22/2018,autumn,개봉영화,장편,기타,161,302483000.0,152202000,18324,드라마,15세이상관람가,일반영화,7.6,"샤를리즈 테론,맥켄지 데이비스",95,8.590909091,22,2018,37241.0,1 [1],0,0,97034586
154,트랜스포터: 리퓰드,카밀 들라마레,,(주)에이블엔터테인먼트,씨네그루(주)다우기술,B,10/15/2015,autumn,개봉영화,장편,프랑스,432,1263319115.0,335757915,41198,액션,15세이상관람가,일반영화,3.5,"에드 스크레인,론 샤바놀",86,7.463157895,95,2015,236157.0,1 [1],0,1,3317256
878,브링 더 소울 : 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",,월트디즈니컴퍼니코리아 유한책임회사,B,8/7/2019,summer,개봉영화,장편,한국,569,2902500310.0,952482010,102179,다큐멘터리,전체관람가,일반영화,0.0,"RM,진,슈가",103,9.737113402,194,2019,966094.0,2 [2],0,1,0
