영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
호두까기 인형과 4개의 왕국,"라세 할스트롬,조 존스톤",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-12-06,개봉영화,장편,미국,294,4120048900,513767,1203100200,143854,판타지,전체관람가,일반영화
곰돌이 푸 다시 만나 행복해,마크 포스터,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-10-03,개봉영화,장편,미국,536,4076578860,490307,1514773210,175858,어드벤처,전체관람가,일반영화
그린치,스콧 모시어,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-12-19,개봉영화,장편,미국,724,3675369950,485056,853173200,106538,애니메이션,전체관람가,일반영화
스타 이즈 본,브래들리 쿠퍼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-10-09,개봉영화,장편,미국,555,4190754400,482952,1996390650,224468,드라마,15세이상관람가,일반영화
변산,이준익,변산문화산업전문(유),,메가박스중앙(주)플러스엠,2018-07-04,개봉영화,장편,한국,763,3886052473,474137,1063654573,126389,드라마,15세이상관람가,일반영화
동네사람들,임진순,(주)데이드림,,(주)리틀빅픽쳐스,2018-11-07,개봉영화,장편,한국,731,3797676112,459020,709340562,82070,액션,15세이상관람가,일반영화
원더풀 고스트,조원희,(주)데이드림엔터테인먼트,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",2018-09-26,개봉영화,장편,한국,351,3720931600,450374,783246100,92593,코미디,12세이상관람가,일반영화
명탐정 코난 : 제로의 집행인,타치카와 유즈루,,씨제이이앤엠(주),씨제이이앤엠(주),2018-08-08,개봉영화,장편,일본,542,3007522361,395408,701649561,88325,애니메이션,12세이상관람가,일반영화
점박이 한반도의 공룡2 : 새로운 낙원,한상호,(주)드림써치C&C,,(주)넥스트엔터테인먼트월드(NEW),2018-12-25,개봉영화,장편,한국,672,2941541400,375312,480414600,59420,애니메이션,전체관람가,일반영화
번 더 스테이지: 더 무비,박준수,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",,월트디즈니컴퍼니코리아 유한책임회사,2018-11-15,개봉영화,장편,한국,243,2671391900,315010,776472800,87249,기타,전체관람가,일반영화
후드,오토 바서스트,,(주)누리픽쳐스,(주)이수C&E,2018-11-28,개봉영화,장편,미국,628,2203434149,284601,624255799,77919,어드벤처,12세이상관람가,일반영화
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,타카하시 와타루,,씨제이이앤엠(주),씨제이이앤엠(주),2018-12-19,개봉영화,장편,일본,489,2148708050,277206,307873700,38316,애니메이션,전체관람가,일반영화
모털 엔진,크리스찬 리버스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-12-05,개봉영화,장편,미국,661,2324362119,267896,662068319,71826,액션,12세이상관람가,일반영화
바울,앤드류 하얏트,,(재)CBS,(재)CBS,2018-10-31,개봉영화,장편,미국,227,2100137400,267785,673491800,82348,드라마,15세이상관람가,독립/예술영화
나를 차버린 스파이,수잔나 포겔,,(주)누리픽쳐스,(주)누리픽쳐스,2018-08-22,개봉영화,장편,미국,278,2346742100,264766,741785000,82196,액션,15세이상관람가,일반영화
속닥속닥,최상훈,(주)파이브데이,,(주)그노스,2018-07-13,개봉영화,장편,한국,314,1900914300,217444,342387100,36960,공포(호러),15세이상관람가,일반영화
벽 속에 숨은 마법시계,일라이 로스,,씨제이이앤엠(주),CGV아트하우스,2018-10-31,개봉영화,장편,미국,609,1654715300,215029,461680100,57500,판타지,전체관람가,일반영화
업그레이드,리 워넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-09-06,개봉영화,장편,미국,220,1740245800,189948,518659400,55677,액션,15세이상관람가,일반영화
런닝맨 : 풀룰루의 역습,윤준상,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),2018-12-05,개봉영화,장편,한국,511,1413729750,186191,233583650,28808,애니메이션,전체관람가,일반영화
극장판 도라에몽: 진구의 보물섬,이마이 카즈아키,,대원미디어(주),(주)이수C&E,2018-08-15,개봉영화,장편,일본,463,1368372400,182256,212102900,26827,애니메이션,전체관람가,일반영화
더 프레데터,쉐인 블랙,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-09-12,개봉영화,장편,미국,582,1502022014,170878,415294114,45133,SF,청소년관람불가,일반영화
어느 가족,고레에다 히로카즈,,(주)티캐스트,(주)티캐스트,2018-07-26,개봉영화,장편,일본,126,1411660900,170743,883530000,104013,드라마,15세이상관람가,독립/예술영화
극장판 포켓몬스터 모두의 이야기,야지마 테츠오,,(주)포켓몬코리아,(주)이수C&E,2018-12-19,개봉영화,장편,일본,493,1314100400,169677,273834050,34037,애니메이션,전체관람가,일반영화
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,우시로 신지,,씨제이이앤엠(주),씨제이이앤엠(주),2018-09-20,개봉영화,장편,일본,454,1205873200,157689,181911300,22720,애니메이션,전체관람가,일반영화
크레이지 리치 아시안,존 추,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-10-25,개봉영화,장편,미국,531,1333313141,154297,606690591,68552,멜로/로맨스,12세이상관람가,일반영화
독전: 익스텐디드 컷,이해영,(주)용필름,,(주)넥스트엔터테인먼트월드(NEW),2018-07-18,개봉영화,장편,한국,398,844714600,137775,236870200,37991,범죄,15세이상관람가,일반영화
부탁 하나만 들어줘,폴 페이그,,그린나래미디어(주),(주)팝엔터테인먼트,2018-12-12,개봉영화,장편,미국,461,988418788,114536,442058538,50702,스릴러,청소년관람불가,독립/예술영화
할로윈,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-10-31,개봉영화,장편,미국,536,891158713,108780,285667563,34073,공포(호러),청소년관람불가,일반영화
베일리 어게인,라세 할스트롬,,(주)선익필름,(주)홈초이스,2018-11-22,개봉영화,장편,미국,189,796864900,93691,314266200,35522,어드벤처,전체관람가,독립/예술영화
루이스,"울프강 라우엔슈타인,크리스토프 라우엔슈타인",,(주)스마일이엔티,(주)스마일이엔티,2018-09-20,개봉영화,장편,독일,325,729147750,93000,175615150,21102,애니메이션,전체관람가,독립/예술영화
셜록 놈즈,존 스티븐슨,,(주)다자인소프트,"씨네그루(주)키다리이엔티,(주)삼백상회",2018-10-03,개봉영화,장편,미국,440,644661200,86784,152642850,19724,애니메이션,전체관람가,독립/예술영화
신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,,(재)CBS,"(주)영화사 그램,(재)CBS",2018-07-19,개봉영화,장편,미국,179,646846900,83474,144472000,17629,드라마,12세이상관람가,독립/예술영화
출국,노규엽,주식회사 디에스이이디,,,2018-11-14,개봉영화,장편,한국,274,639521850,81722,244385200,32001,드라마,15세이상관람가,독립/예술영화
호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),2018-07-18,개봉영화,장편,미국,465,646127100,77794,188005400,21929,액션,15세이상관람가,일반영화
마일22,피터 버그,,유니콘미디어(주),(주)팝엔터테인먼트,2018-08-23,개봉영화,장편,미국,203,600495500,69834,188969000,21466,액션,15세이상관람가,일반영화
여곡성,유영선,(주)발자국 공장,,(주)스마일이엔티,2018-11-08,개봉영화,장편,한국,212,594373400,67368,118804700,13499,공포(호러),15세이상관람가,일반영화
킬링 디어,요르고스 란티모스,,오드,오드,2018-07-12,개봉영화,장편,미국,68,501031000,58185,311865300,35513,스릴러,청소년관람불가,독립/예술영화
엘리엇과 산타 썰매단,제니퍼 웨스트콧,,그린나래미디어(주),(주)팝엔터테인먼트,2018-12-12,개봉영화,장편,캐나다,335,399032800,57579,61799700,8312,애니메이션,전체관람가,독립/예술영화
어드리프트:우리가 함께한 바다,발타자르 코루마쿠르,,(주)퍼스트런,(주)이수C&E,2018-09-06,개봉영화,장편,미국,490,467136418,57331,172941318,20647,멜로/로맨스,12세이상관람가,독립/예술영화
헌터 킬러,도노반 마시,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2018-12-06,개봉영화,장편,미국,226,459510450,55919,155881600,18391,액션,15세이상관람가,일반영화
번개맨의 비밀,강유선,"힘컨텐츠(주),한국교육방송공사 EBS",,(주)디스테이션,2018-12-06,개봉영화,장편,한국,309,382525050,49574,72853050,8829,가족,전체관람가,일반영화
폴란드로 간 아이들,추상미,보아스필름,,커넥트픽쳐스(주),2018-10-31,개봉영화,장편,한국,181,371846800,48462,234571800,29376,다큐멘터리,전체관람가,독립/예술영화
나츠메 우인장: 세상과 연을 맺다,"오오모리 타카히로,이토 히데키",,(주)애니플러스,(주)애니플러스,2018-10-31,개봉영화,장편,일본,110,387190200,46913,143055100,16780,애니메이션,전체관람가,일반영화
에그엔젤 코코밍: 두근두근 핼러윈 파티,닛타 노리오,,"에스엠지홀딩스 주식회사,(주)코코믹스",(주)엠제이픽쳐스,2018-09-22,개봉영화,장편,일본,179,367076000,46386,66128800,8014,애니메이션,전체관람가,일반영화
타샤 튜더,마츠타니 미츠에,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2018-09-13,개봉영화,장편,일본,28,363170850,45764,227891450,26942,다큐멘터리,전체관람가,독립/예술영화
플로이,아르니 올라푸르 아스게이르손,,(주)스마일이엔티,(주)스마일이엔티,2018-08-15,개봉영화,장편,아이슬란드,242,329325300,44141,84916000,10166,애니메이션,전체관람가,독립/예술영화
다이노 어드벤처2: 육해공 공룡 대백과,마이크 데블린,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-10-09,개봉영화,장편,영국,322,335469900,43627,54117350,6630,애니메이션,전체관람가,일반영화
극장판 뽀잉: 슈퍼 변신의 비밀,정미화,(주)크레이지버드스튜디오,,"(주)이수C&E,(주)시너지미디어",2018-09-20,개봉영화,장편,한국,294,312710450,41054,71542300,8740,애니메이션,전체관람가,일반영화
배반의 장미,박진영,(주)태원엔터테인먼트,,롯데컬처웍스(주)롯데엔터테인먼트,2018-10-18,개봉영화,장편,한국,457,332232550,41054,94558600,11183,코미디,15세이상관람가,일반영화
이별의 아침에 약속의 꽃을 장식하자,오카다 마리,,(주)미디어캐슬,(주)미디어캐슬,2018-07-19,개봉영화,장편,일본,121,321863500,37764,108319700,12465,애니메이션,12세이상관람가,독립/예술영화
툴리,제이슨 라이트맨,,(주)콘텐츠판다,(주)리틀빅픽쳐스,2018-11-22,개봉영화,장편,캐나다,161,302483000,37241,152202000,18324,드라마,15세이상관람가,일반영화
"오늘 밤, 로맨스 극장에서",타케우치 히데키,,(주)엔케이컨텐츠,(주)디스테이션,2018-07-11,개봉영화,장편,일본,155,294851000,34897,127717400,14531,판타지,전체관람가,독립/예술영화
펭귄 하이웨이,이시다 히로야스,,(주)미디어캐슬,(주)넥스트엔터테인먼트월드(NEW),2018-10-18,개봉영화,장편,일본,338,276934100,34795,105306600,12079,애니메이션,전체관람가,독립/예술영화
인생 후르츠,켄시 후시하라,,(주)엣나인필름,(주)엣나인필름,2018-12-06,개봉영화,장편,일본,33,255306350,33311,166483400,20927,다큐멘터리,전체관람가,독립/예술영화
거미줄에 걸린 소녀,페드 알바레즈,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-28,개봉영화,장편,미국,313,255329200,32418,95966450,11886,액션,15세이상관람가,일반영화
체실 비치에서,도미닉 쿡,,그린나래미디어(주),"그린나래미디어(주),(주)키위미디어그룹",2018-09-20,개봉영화,장편,영국,54,256267223,29992,158788723,18180,드라마,15세이상관람가,독립/예술영화
투 프렌즈,빅터 아즈에프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-29,개봉영화,장편,러시아,273,199496700,28082,24109600,3069,애니메이션,전체관람가,일반영화
박물관이 진짜 살아있다,"마틴 코틱,이나 예블라니코바",,그린나래미디어(주),(주)팝엔터테인먼트,2018-11-08,개봉영화,장편,체코,252,204365150,28064,35475000,4326,애니메이션,전체관람가,독립/예술영화
피쉬 프렌즈: 알록이의 신기한 모험,부르한 군,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-08-30,개봉영화,장편,터키,320,185274100,27128,19353700,2440,애니메이션,전체관람가,일반영화
해피 투게더,김정환,(주)골든스토리픽처스,,플레이리스트(주),2018-11-15,개봉영화,장편,한국,240,204452450,27046,93261500,10654,드라마,12세이상관람가,일반영화
모어 댄 블루,임효겸,,오드,오드,2018-12-12,개봉영화,장편,대만,132,210275600,25935,94352500,11158,멜로/로맨스,12세이상관람가,독립/예술영화
구스범스: 몬스터의 역습,아리 산델,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-11-07,개봉영화,장편,미국,167,206296600,25857,64930500,7994,판타지,12세이상관람가,일반영화
양말요정 휴고의 대모험,갈리나 미클리노바,,(주)나이너스엔터테인먼트,와이드 릴리즈(주),2018-09-06,개봉영화,장편,체코,354,168413700,25278,18862500,2623,어드벤처,전체관람가,일반영화
영주,차성덕,,,CGV아트하우스,2018-11-22,개봉영화,장편,한국,106,191696250,24676,93460350,11392,드라마,12세이상관람가,독립/예술영화
노크: 초대받지 않은 손님,조하네스 로버츠,,(주)퍼스트런,(주)삼백상회,2018-10-11,개봉영화,장편,미국,266,206605250,24379,34718650,3903,공포(호러),15세이상관람가,일반영화
캡틴 스터비,리처드 라니,,(주)퍼스트런,(주)디스테이션,2018-11-01,개봉영화,장편,미국,276,173778600,24019,30942700,3748,애니메이션,전체관람가,독립/예술영화
윌리,칼 멘데스,,㈜코리아스크린,㈜코리아스크린,2018-10-25,개봉영화,장편,말레이시아,162,178555800,22716,38075600,4639,애니메이션,전체관람가,독립/예술영화
로마,알폰소 쿠아론,,,판씨네마(주),2018-12-12,개봉영화,장편,멕시코,32,173245000,21401,143230600,16711,드라마,15세이상관람가,일반영화
리즈와 파랑새,야마다 나오코,,"(주)엔케이컨텐츠,플레이리스트(주)","(주)디스테이션,플레이리스트(주)",2018-10-09,개봉영화,장편,일본,214,174140400,21153,75602900,9027,애니메이션,전체관람가,독립/예술영화
죄 많은 소녀,김의석,한국영화아카데미,,CGV아트하우스,2018-09-13,개봉영화,장편,한국,70,180452950,21130,114978600,12957,드라마,15세이상관람가,독립/예술영화
휘트니,케빈 맥도널드,,판씨네마(주),판씨네마(주),2018-08-23,개봉영화,장편,미국,80,173620027,21094,118319827,13787,드라마,15세이상관람가,독립/예술영화
호밀밭의 반항아,대니 스트롱,,주식회사 디에스이이디,(주)트리플픽쳐스,2018-10-18,개봉영화,장편,미국,68,171864157,20631,106648757,12433,드라마,12세이상관람가,독립/예술영화
러빙 빈센트 : 비하인드 에디션,"도로타 코비엘라,휴 웰치맨",,(주)퍼스트런,(주)이수C&E,2018-12-13,개봉영화,장편,영국,97,171441500,19886,100512250,11222,애니메이션,15세이상관람가,독립/예술영화
카메라를 멈추면 안 돼!,우에다 신이치로,,(주)디오시네마,"(주)디오시네마,(주)영화사 그램",2018-08-23,개봉영화,장편,일본,57,172662766,19762,145924766,16189,공포(호러),15세이상관람가,독립/예술영화
극장판 가면라이더 이그제이드: 트루 엔딩,나카자와 쇼지로,,대원미디어(주),(주)이수C&E,2018-10-09,개봉영화,장편,일본,326,154121050,19598,34778400,4120,액션,전체관람가,일반영화
픽시,"바시코 베도슈빌리,이반 프숀킨,안드레이 콜핀",,그린나래미디어(주),(주)팝엔터테인먼트,2018-08-23,개봉영화,장편,러시아,268,139428100,19508,24861000,3108,애니메이션,전체관람가,독립/예술영화
트와이스랜드,,(주)제이와이피엔터테인먼트,,씨제이 씨지브이(CJ CGV)(주),2018-12-07,개봉영화,장편,한국,53,153765000,18252,70742500,8086,다큐멘터리,전체관람가,일반영화
액슬,올리버 달리,,(주)컴퍼니엘,(주)팝엔터테인먼트,2018-10-18,개봉영화,장편,미국,149,153698800,18219,53990600,6197,액션,12세이상관람가,일반영화
스페이스 치킨: 마법 부적의 비밀,"알렉스 오렐,에두와르도 슐츠",,(주)나우콘텐츠,(주)박수엔터테인먼트,2018-10-25,개봉영화,장편,미국,273,124899500,18169,14470000,1870,애니메이션,전체관람가,일반영화
로빈슨의 언더워터 어드벤처,막심 볼코브,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-11-15,개봉영화,장편,러시아,216,125199550,17674,20235100,2488,애니메이션,전체관람가,일반영화
킨: 더 비기닝,"조나단 베이커,조쉬 베이커",,판씨네마(주),판씨네마(주),2018-10-11,개봉영화,장편,미국,167,151798300,17543,50368800,5612,미스터리,15세이상관람가,일반영화
꼬마 보트 토토: 타요 타요 배 타요,시멘 알스빅,,(주)영화사 안다미로,(주)팝엔터테인먼트,2018-07-12,개봉영화,장편,노르웨이,276,122959900,17463,16083100,1958,애니메이션,전체관람가,독립/예술영화
파이널 포트레이트,스탠리 투치,,찬란,(주)팝엔터테인먼트,2018-09-27,개봉영화,장편,영국,55,147295066,16933,101755566,11335,드라마,15세이상관람가,독립/예술영화
바니부기: 드래곤 에그를 찾아서,리양우,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-09-12,개봉영화,장편,중국,280,122931400,16505,17067300,2117,애니메이션,전체관람가,일반영화
더 스퀘어,루벤 외스틀룬드,,찬란,아이 엠,2018-08-02,개봉영화,장편,스웨덴,43,127041900,15720,87833600,10214,코미디,15세이상관람가,독립/예술영화
캡틴 샤키,허버트 베일란드,,예지림엔터테인먼트,예지림엔터테인먼트,2018-11-22,개봉영화,장편,독일,175,106257150,15100,21014200,2462,애니메이션,전체관람가,독립/예술영화
군산: 거위를 노래하다,장률,"(주)률필름,(주)백그림",,(주)트리플픽쳐스,2018-11-08,개봉영화,장편,한국,92,119991500,14734,65420100,7522,드라마,15세이상관람가,독립/예술영화
빅 식,마이클 쇼월터,,케이티하이텔(주),(주)리틀빅픽쳐스,2018-07-18,개봉영화,장편,미국,136,118693400,14697,69176100,8390,멜로/로맨스,15세이상관람가,독립/예술영화
너는 여기에 없었다,린 램지,,(주)콘텐츠게이트,(주)팝엔터테인먼트,2018-10-04,개봉영화,장편,프랑스,47,127181450,14336,85128250,9337,드라마,15세이상관람가,독립/예술영화
꼬마비행기 피티와 친구들:사막구출 대작전,루카스 퀴아오,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2018-11-22,개봉영화,장편,중국,212,95151000,13710,11260200,1381,애니메이션,전체관람가,일반영화
몰리스 게임,아론 소킨,,,(주)영화사 빅,2018-09-06,개봉영화,장편,미국,271,98185971,12784,38376771,4724,드라마,15세이상관람가,독립/예술영화
서버비콘,조지 클루니,,(주)우성엔터테인먼트,(주)영화사 진진,2018-07-12,개봉영화,장편,미국,101,106162500,12713,67451000,7834,범죄,15세이상관람가,독립/예술영화
더 보이스,마르잔 사트라피,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2018-08-29,개봉영화,장편,미국,64,71256000,12487,19242000,2295,코미디,청소년관람불가,독립/예술영화
핫 썸머 나이츠,엘리야 바이넘,,주식회사 더쿱,"주식회사 더쿱,TCO(주)더콘텐츠온",2018-10-18,개봉영화,장편,미국,173,104536350,11526,62955150,6597,드라마,15세이상관람가,독립/예술영화
출동! 소방관 샘: 외계인 대소동,개리 앤드류스,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2018-11-08,개봉영화,장편,영국,152,81998500,11364,15886550,1810,애니메이션,전체관람가,일반영화
토이무비: 미래대모험,게리 왕,,(주)영화사 빅,(주)영화사 빅,2018-10-03,개봉영화,장편,중국,176,80683600,10912,17950650,2239,애니메이션,전체관람가,독립/예술영화
일곱 개의 대죄 : 천공의 포로,아베 노리유키,,(주)코코믹스,(주)엠제이픽쳐스,2018-11-29,개봉영화,장편,일본,88,85536100,10806,25162700,3008,애니메이션,15세이상관람가,일반영화
택시 5,프랑크 가스탐비드,,,(주)삼백상회,2018-11-22,개봉영화,장편,프랑스,224,86093100,10768,30462400,3587,액션,15세이상관람가,일반영화
갈매기,마이클 메이어,,미디어소프트,(주)뮤제엔터테인먼트,2018-12-13,개봉영화,장편,미국,43,88614250,10719,61357850,6855,드라마,12세이상관람가,독립/예술영화
살아남은 아이,신동석,(주)아토,,"CGV아트하우스,(주)엣나인필름",2018-08-30,개봉영화,장편,한국,68,89138900,10652,55553600,6382,드라마,12세이상관람가,독립/예술영화
나비잠,정재은,(주)영화사조아,,(주)트리플픽쳐스,2018-09-06,개봉영화,장편,한국,91,85180950,10101,55018450,6247,멜로/로맨스,15세이상관람가,독립/예술영화
배드 사마리안,딘 데블린,,율진흥업(주),(주)영화사 빅,2018-10-18,개봉영화,장편,미국,159,85345800,10074,35349600,4020,스릴러,15세이상관람가,독립/예술영화
잉글랜드 이즈 마인,마크 길,,(주)싸이더스,"(주)싸이더스,무브먼트",2018-07-05,개봉영화,장편,영국,42,86726647,9966,66036247,7211,드라마,12세이상관람가,독립/예술영화
토마스와 친구들: 우정의 대모험,데이비드 스토튼,,KBS 미디어,와이드 릴리즈(주),2018-12-13,개봉영화,장편,영국,196,71627750,9899,13252350,1608,애니메이션,전체관람가,일반영화
드래곤 프린세스,알트욤 루키체프,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2018-07-05,개봉영화,장편,러시아,215,69399700,9501,7245900,946,애니메이션,전체관람가,독립/예술영화
인 디 아일,토마스 스터버,,M&M 인터내셔널,M&M 인터내셔널,2018-11-22,개봉영화,장편,독일,11,79841900,9330,57781900,6577,드라마,15세이상관람가,독립/예술영화
메리 셸리: 프랑켄슈타인의 탄생,하이파 알-만수르,,찬란,(주)팝엔터테인먼트,2018-12-20,개봉영화,장편,미국,37,76730950,9208,47971450,5514,드라마,15세이상관람가,독립/예술영화
필름스타 인 리버풀,폴 맥기건,,(주)미디어로그,그린나래미디어(주),2018-10-25,개봉영화,장편,영국,35,77063350,9192,52634750,6218,드라마,15세이상관람가,독립/예술영화
미스터 스마일,데이빗 로워리,,(주)티캐스트,(주)티캐스트,2018-12-27,개봉영화,장편,미국,56,78284800,9138,50076300,5732,드라마,15세이상관람가,독립/예술영화
햄스테드,조엘 홉킨스,,찬란,(주)팝엔터테인먼트,2018-07-05,개봉영화,장편,영국,37,66560300,8648,46127000,5713,코미디,15세이상관람가,독립/예술영화
에스코바르,페르난도 레온 데 아라노아,,한울별이앤엠,(주)영화사 빅,2018-11-15,개봉영화,장편,스페인,99,70484500,8493,38346200,4573,범죄,15세이상관람가,독립/예술영화
극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,사카모토 코이치,,대원미디어(주),(주)이수C&E,2018-12-06,개봉영화,장편,일본,199,64418550,8375,12394700,1532,애니메이션,전체관람가,일반영화
마라,클라이브 톤지,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-10-18,개봉영화,장편,미국,144,69448350,8272,19270250,2185,공포(호러),12세이상관람가,독립/예술영화
28세 미성년,장모,,(유)조이앤시네마,(주)드림팩트엔터테인먼트,2018-11-21,개봉영화,장편,중국,135,63912000,8141,22676550,2737,멜로/로맨스,15세이상관람가,독립/예술영화
이차크의 행복한 바이올린,앨리슨 쉐르닉,,(주)영화사 진진,(주)영화사 진진,2018-12-20,개봉영화,장편,미국,26,61702350,8050,45002350,5591,다큐멘터리,전체관람가,독립/예술영화
콜드플레이: 헤드 풀 오브 드림스,매트 화이트크로스,,에스디시코리아 주식회사,에스디시코리아 주식회사,2018-12-28,개봉영화,장편,영국,23,112304000,8017,62643500,4505,다큐멘터리,12세이상관람가,일반영화
원스 어폰 어 타임 인 베니스,"마크 컬렌,롭 컬렌",,(주)브리즈픽처스,"(주)브리즈픽처스,(주)영화사오원",2018-09-06,개봉영화,장편,미국,206,64901700,8011,20582700,2527,코미디,15세이상관람가,독립/예술영화
데스 위시,일라이 로스,,주식회사 더쿱,"주식회사 더쿱,TCO(주)더콘텐츠온",2018-10-11,개봉영화,장편,미국,97,61732250,7915,24507900,3364,액션,15세이상관람가,일반영화
맥퀸,"이안 보노트,피터 에트귀",,(주)엣나인필름,(주)엣나인필름,2018-10-04,개봉영화,장편,영국,45,72564112,7901,61257812,6535,다큐멘터리,15세이상관람가,독립/예술영화
언덕길의 아폴론,미키 타카히로,,(주)엔케이컨텐츠,(주)디스테이션,2018-08-29,개봉영화,장편,일본,69,61827100,7506,32020300,3872,드라마,전체관람가,독립/예술영화
풀잎들,홍상수,(주)영화제작전원사,,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트",2018-10-25,개봉영화,장편,한국,54,59386250,7318,45592950,5372,드라마,15세이상관람가,독립/예술영화
뷰티풀 데이즈,윤재호,(주)페퍼민트앤컴퍼니,,"(주)콘텐츠판다,(주)스마일이엔티",2018-11-21,개봉영화,장편,한국,142,54100550,7244,24463650,3104,드라마,12세이상관람가,독립/예술영화
어른도감,김인선,한국영화아카데미,,(주)영화사 진진,2018-08-23,개봉영화,장편,한국,58,53139700,6956,33621500,3998,코미디,12세이상관람가,독립/예술영화
델마,요아킴 트리에,,그린나래미디어(주),그린나래미디어(주),2018-08-15,개봉영화,장편,노르웨이,37,59854600,6694,44328900,4720,멜로/로맨스,15세이상관람가,독립/예술영화
더 파티,샐리 포터,,(주)나이너스엔터테인먼트,(주)라이크 콘텐츠,2018-12-20,개봉영화,장편,영국,32,54265350,6494,38924250,4357,코미디,15세이상관람가,독립/예술영화
이스케이프 플랜 2: 하데스,스티븐 C. 밀러,,(주)누리픽쳐스,(주)누리픽쳐스,2018-11-08,개봉영화,장편,미국,27,32328000,6431,17350000,3470,액션,15세이상관람가,일반영화
"사랑, 스무살",제이크 골드버거,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),2018-10-25,개봉영화,장편,미국,168,52817950,6367,22410450,2522,멜로/로맨스,12세이상관람가,독립/예술영화
극장판 토미카 하이퍼레스큐 드라이브헤드,카토 타카오,,"SMG 홀딩스 ,(주)팝엔터테인먼트",(주)팝엔터테인먼트,2018-10-03,개봉영화,장편,일본,140,49667400,6226,16034100,1943,애니메이션,전체관람가,일반영화
헤밍웨이 인 하바나,밥 야리,,(주)무브먼트 픽쳐스,(주)라이크 콘텐츠,2018-07-05,개봉영화,장편,미국,20,44622400,6137,31296000,4188,드라마,15세이상관람가,독립/예술영화
해적왕 작스톰,필립 귀엔,(주)삼지애니메이션,,(주)삼지애니메이션,2018-07-25,개봉영화,장편,한국,65,45905800,5916,23001300,2613,애니메이션,전체관람가,일반영화
나의 마지막 수트,파블로 솔라즈,,(주)에스와이코마드,(주)에스와이코마드,2018-09-06,개봉영화,장편,아르헨티나,21,43560800,5790,29544000,3475,드라마,12세이상관람가,독립/예술영화
"1991, 봄",권경원,(주)해밀픽쳐스,,(주)인디플러그,2018-10-31,개봉영화,장편,한국,26,41817350,5539,22277750,2702,다큐멘터리,12세이상관람가,독립/예술영화
박화영,이환,명필름랩,,(주)리틀빅픽쳐스,2018-07-19,개봉영화,장편,한국,16,45361700,5463,37613000,4331,드라마,청소년관람불가,독립/예술영화
뉴욕 라이브러리에서,프레데릭 와이즈만,,(주)영화사 진진,(주)영화사 진진,2018-10-11,개봉영화,장편,미국,17,51162100,4942,41805500,3632,다큐멘터리,전체관람가,독립/예술영화
저니스 엔드,사울 딥,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2018-11-28,개봉영화,장편,영국,63,37714850,4861,23735550,2979,전쟁,15세이상관람가,독립/예술영화
카운터스,이일하,exposed film,,㈜인디스토리,2018-08-15,개봉영화,장편,한국,51,37673900,4819,25291200,3005,다큐멘터리,15세이상관람가,독립/예술영화
